year,iso3_tp_o,iso3_tp_d,trade_comb,iso3_o,iso3_d,iso3num_o,iso3num_d,dist,contig,comlang_off,gdp_o,gdp_d,fta_wto
2005,CRI,MDA,0.0,CRI,MDA,188.0,498.0,10886.0,0.0,0.0,19964893.184,2988172.544,0.0
2000,CRI,PSE,0.42705068,CRI,PSE,188.0,275.0,12038.0,0.0,0.0,15946442.752,,0.0
1995,PAN,GTM,34.537781,PAN,GTM,591.0,320.0,1351.0,0.0,1.0,7906100.224,14656917.504,0.0
1995,CRI,BOL,0.0,CRI,BOL,188.0,68.0,3409.0,0.0,1.0,11722356.736,6715164.672,0.0
2000,PAN,SYR,0.0,PAN,SYR,591.0,760.0,11733.0,0.0,0.0,11620500.48,19325894.656,0.0
2005,COL,MYS,0.30778903,COL,MYS,170.0,458.0,19033.0,0.0,0.0,146520129.536,143533146.112,0.0
1995,COL,BLZ,0.020734956,COL,BLZ,170.0,84.0,2126.0,0.0,1.0,92507275.264,620031.744,0.0
1995,COL,DOM,7.0868578,COL,DOM,170.0,214.0,1601.0,0.0,1.0,92507275.264,16358496.256,0.0
2015,CRI,BTN,0.0,CRI,BTN,188.0,64.0,15813.0,0.0,0.0,54840102.912,2057947.648,0.0
2015,PAN,PAK,0.0,PAN,PAK,591.0,586.0,14804.0,0.0,0.0,52132290.56,271049883.648,0.0
2000,CRI,BOL,0.20228182,CRI,BOL,188.0,68.0,3409.0,0.0,1.0,15946442.752,8397858.304,0.0
2010,PAN,KHM,0.0,PAN,KHM,591.0,116.0,17679.0,0.0,0.0,28814100.48,11242266.624,0.0
2010,CRI,JOR,2.0439895e-05,CRI,JOR,188.0,400.0,12144.0,0.0,0.0,36298326.016,26425378.816,0.0
2005,COL,SUR,0.027504245,COL,SUR,170.0,740.0,2101.0,0.0,0.0,146520129.536,1793557.888,0.0
2005,PAN,SWZ,0.0,PAN,SWZ,591.0,748.0,12510.0,0.0,0.0,15464699.904,2584077.824,0.0
2005,COL,FJI,0.0,COL,FJI,170.0,242.0,12023.0,0.0,0.0,146520129.536,3006725.12,0.0
2015,PAN,CAN,0.40794101,PAN,CAN,591.0,124.0,3846.0,0.0,0.0,52132290.56,1552807624.704,1.0
2000,COL,HTI,0.0,COL,HTI,170.0,332.0,1553.0,0.0,0.0,99886579.712,3664503.808,0.0
2010,PAN,GBR,0.88509399,PAN,GBR,591.0,826.0,8497.0,0.0,0.0,28814100.48,2407933673.472,0.0
1995,CRI,HKG,0.0014573338,CRI,HKG,188.0,344.0,15929.0,0.0,0.0,11722356.736,144652910.592,0.0
2010,COL,HRV,0.010323198,COL,HRV,170.0,191.0,9650.0,0.0,0.0,287018188.8,59643817.984,0.0
2015,COL,VEN,0.0,COL,VEN,170.0,862.0,1027.0,1.0,1.0,291519594.496,,1.0
2010,COL,MDV,0.00016343161,COL,MDV,170.0,462.0,16302.0,0.0,0.0,287018188.8,2134104.832,0.0
2015,CRI,SVN,0.0031567996,CRI,SVN,188.0,705.0,9877.0,0.0,0.0,54840102.912,42776715.264,1.0
2010,COL,CHE,0.13261542,COL,CHE,170.0,756.0,9076.0,0.0,0.0,287018188.8,581208571.904,0.0
1995,COL,MMR,0.017961111,COL,MMR,170.0,104.0,17409.0,0.0,0.0,92507275.264,,0.0
2000,CRI,MHL,0.0,CRI,MHL,188.0,584.0,11461.0,0.0,0.0,15946442.752,110937.728,0.0
2000,COL,ROU,0.09075214,COL,ROU,170.0,642.0,10459.0,0.0,0.0,99886579.712,37305098.24,0.0
2005,PAN,ITA,6.5729795,PAN,ITA,591.0,380.0,9514.0,0.0,0.0,15464699.904,1853465952.256,0.0
2000,CRI,SLE,0.0,CRI,SLE,188.0,694.0,7773.0,0.0,0.0,15946442.752,635873.984,0.0
1995,CRI,MYS,0.0,CRI,MYS,188.0,458.0,18429.0,0.0,0.0,11722356.736,88832450.56,0.0
2000,COL,SVK,0.0018761083,COL,SVK,170.0,703.0,9719.0,0.0,0.0,99886579.712,29110067.2,0.0
2000,PAN,CHE,0.0040267063,PAN,CHE,591.0,756.0,9132.0,0.0,0.0,11620500.48,271659728.896,0.0
2010,PAN,BGR,0.0,PAN,BGR,591.0,100.0,10371.0,0.0,0.0,28814100.48,48669061.12,0.0
1995,CRI,BDI,0.0,CRI,BDI,188.0,108.0,12652.0,0.0,0.0,11722356.736,1000428.416,0.0
2015,PAN,AFG,0.0,PAN,AFG,591.0,4.0,14174.0,0.0,0.0,52132290.56,19702986.752,0.0
2010,COL,SAU,1.8438461,COL,SAU,170.0,682.0,12854.0,0.0,0.0,287018188.8,526811463.68,0.0
2000,PAN,EST,0.0021690698,PAN,EST,591.0,233.0,9945.0,0.0,0.0,11620500.48,5685561.344,0.0
2010,PAN,CHL,1.3279599,PAN,CHL,591.0,152.0,4791.0,0.0,1.0,28814100.48,217501908.992,1.0
2000,PAN,SWZ,0.0,PAN,SWZ,591.0,748.0,12510.0,0.0,0.0,11620500.48,1524490.112,0.0
2000,PAN,COG,0.0,PAN,COG,591.0,178.0,10619.0,0.0,0.0,11620500.48,3219910.656,0.0
2015,COL,SVN,0.030798864,COL,SVN,170.0,705.0,9535.0,0.0,0.0,291519594.496,42776715.264,1.0
2000,CRI,UKR,0.0,CRI,UKR,188.0,804.0,10838.0,0.0,0.0,15946442.752,31261528.064,0.0
1995,COL,SVN,0.0050780261,COL,SVN,170.0,705.0,9535.0,0.0,0.0,92507275.264,21274122.24,0.0
2010,PAN,IDN,0.044209693,PAN,IDN,591.0,360.0,,,,28814100.48,,
2005,COL,CMR,0.0,COL,CMR,170.0,120.0,9295.0,0.0,0.0,146520129.536,16587857.92,0.0
2010,PAN,MNE,0.0039444496,PAN,MNE,591.0,499.0,10054.0,0.0,0.0,28814100.48,4114881.28,0.0
2015,CRI,FRA,0.43056592,CRI,FRA,188.0,250.0,8925.0,0.0,0.0,54840102.912,2433561919.488,1.0
2015,CRI,AZE,0.0,CRI,AZE,188.0,31.0,12709.0,0.0,0.0,54840102.912,53074370.56,0.0
2000,COL,QAT,0.0,COL,QAT,170.0,634.0,13288.0,0.0,0.0,99886579.712,17759889.408,0.0
2015,CRI,BLR,0.98380977,CRI,BLR,188.0,112.0,10494.0,0.0,0.0,54840102.912,56454774.784,0.0
2010,COL,SRB,0.024204915,COL,SRB,170.0,688.0,10010.0,0.0,0.0,287018188.8,39368634.368,0.0
2015,CRI,NPL,0.0,CRI,NPL,188.0,524.0,15689.0,0.0,0.0,54840102.912,21313550.336,0.0
2015,COL,MKD,0.00095140084,COL,MKD,170.0,807.0,10126.0,0.0,0.0,291519594.496,10051658.752,0.0
2005,PAN,BDI,0.0,PAN,BDI,591.0,108.0,12152.0,0.0,0.0,15464699.904,1117254.4,0.0
1995,PAN,HND,1.8210638,PAN,HND,591.0,340.0,1010.0,0.0,1.0,7906100.224,3911053.056,0.0
2015,COL,FIN,0.018219274,COL,FIN,170.0,246.0,10062.0,0.0,0.0,291519594.496,232361689.088,1.0
2015,PAN,BRA,1.3982159,PAN,BRA,591.0,76.0,5076.0,0.0,0.0,52132290.56,1803652694.016,0.0
2005,CRI,LAO,0.0,CRI,LAO,188.0,418.0,16834.0,0.0,0.0,19964893.184,2735550.208,0.0
2000,PAN,BRB,0.021302622,PAN,BRB,591.0,52.0,2221.0,0.0,0.0,11620500.48,3119500.032,0.0
2010,COL,CHN,1.0002327,COL,CHN,170.0,156.0,15713.0,0.0,0.0,287018188.8,5930502062.08,0.0
2015,PAN,SWZ,0.0,PAN,SWZ,591.0,748.0,12510.0,0.0,0.0,52132290.56,4137638.656,0.0
2005,CRI,POL,16.432163,CRI,POL,188.0,616.0,10149.0,0.0,0.0,19964893.184,304412033.024,0.0
2015,CRI,MMR,0.0,CRI,MMR,188.0,104.0,17047.0,0.0,0.0,54840102.912,62600904.704,0.0
2010,PAN,TJK,0.0,PAN,TJK,591.0,762.0,13808.0,0.0,0.0,28814100.48,5642178.56,0.0
2010,CRI,CMR,0.0048997765,CRI,CMR,188.0,120.0,10355.0,0.0,0.0,36298326.016,23622483.968,0.0
2005,CRI,KGZ,9.6705095e-05,CRI,KGZ,188.0,417.0,13772.0,0.0,0.0,19964893.184,2459876.096,0.0
2015,PAN,CAN,0.067633651,PAN,CAN,591.0,124.0,3846.0,0.0,0.0,52132290.56,1552807624.704,1.0
2000,PAN,UZB,0.0,PAN,UZB,591.0,860.0,13592.0,0.0,0.0,11620500.48,13760374.784,0.0
2000,COL,RUS,0.034749076,COL,RUS,170.0,643.0,10915.0,0.0,0.0,99886579.712,259708502.016,0.0
2015,COL,JOR,0.0070549259,COL,JOR,170.0,400.0,11610.0,0.0,0.0,291519594.496,37517410.304,0.0
2000,COL,LAO,0.0,COL,LAO,170.0,418.0,17481.0,0.0,0.0,99886579.712,1731198.08,0.0
2005,CRI,MDA,0.0,CRI,MDA,188.0,498.0,10886.0,0.0,0.0,19964893.184,2988172.544,0.0
2015,PAN,NPL,0.0,PAN,NPL,591.0,524.0,15632.0,0.0,0.0,52132290.56,21313550.336,0.0
2000,COL,HUN,0.0,COL,HUN,170.0,348.0,9869.0,0.0,0.0,99886579.712,47110414.336,0.0
2015,PAN,BIH,6.0676717e-05,PAN,BIH,591.0,70.0,9949.0,0.0,0.0,52132290.56,16173806.592,0.0
1995,COL,NZL,1.0808376,COL,NZL,170.0,554.0,12197.0,0.0,0.0,92507275.264,63437168.64,0.0
2000,PAN,CPV,0.0,PAN,CPV,591.0,132.0,6121.0,0.0,0.0,11620500.48,539227.072,0.0
2005,PAN,JAM,1.4162962,PAN,JAM,591.0,388.0,1039.0,0.0,0.0,15464699.904,11075778.56,0.0
2010,COL,TUN,0.0021881217,COL,TUN,170.0,788.0,9195.0,0.0,0.0,287018188.8,44426014.72,0.0
2000,CRI,RWA,0.0,CRI,RWA,188.0,646.0,12702.0,0.0,0.0,15946442.752,1734938.24,0.0
1995,COL,ROU,0.12859026,COL,ROU,170.0,642.0,10459.0,0.0,0.0,92507275.264,35477057.536,0.0
2010,CRI,LBN,6.932707e-05,CRI,LBN,188.0,422.0,12012.0,0.0,0.0,36298326.016,38009950.208,0.0
2010,CRI,AZE,0.0,CRI,AZE,188.0,31.0,12709.0,0.0,0.0,36298326.016,52902703.104,0.0
2015,COL,UZB,0.0,COL,UZB,170.0,860.0,13713.0,0.0,0.0,291519594.496,66903805.952,0.0
1995,PAN,CUB,0.0,PAN,CUB,591.0,192.0,1592.0,0.0,1.0,7906100.224,30428639.232,0.0
2015,COL,THA,7.5332026,COL,THA,170.0,764.0,17893.0,0.0,0.0,291519594.496,399234531.328,0.0
2010,PAN,CHE,0.062794149,PAN,CHE,591.0,756.0,9132.0,0.0,0.0,28814100.48,581208571.904,0.0
2005,COL,MNG,0.0,COL,MNG,170.0,496.0,14185.0,0.0,0.0,146520129.536,2523360.0,0.0
1995,CRI,IDN,0.0,CRI,IDN,188.0,360.0,18761.0,0.0,0.0,11722356.736,,0.0
2005,COL,CPV,0.0,COL,CPV,170.0,132.0,5651.0,0.0,0.0,146520129.536,971976.96,0.0
2010,COL,IRN,0.0,COL,IRN,170.0,364.0,12804.0,0.0,0.0,287018188.8,422567968.768,0.0
2005,CRI,ALB,0.0,CRI,ALB,188.0,8.0,10426.0,0.0,0.0,19964893.184,8376483.328,0.0
2010,COL,BRN,0.0029690238,COL,BRN,170.0,96.0,18562.0,0.0,0.0,287018188.8,12369709.056,0.0
2015,COL,PAK,0.12402447,COL,PAK,170.0,586.0,14703.0,0.0,0.0,291519594.496,271049883.648,0.0
2010,COL,MEX,13.425404,COL,MEX,170.0,484.0,3175.0,0.0,1.0,287018188.8,1051627945.984,1.0
2015,PAN,IRN,0.00041486486,PAN,IRN,591.0,364.0,12885.0,0.0,0.0,52132290.56,393436069.888,0.0
2010,PAN,IRQ,0.0,PAN,IRQ,591.0,368.0,12468.0,0.0,0.0,28814100.48,138516725.76,0.0
2015,COL,GTM,15.119386,COL,GTM,170.0,320.0,2115.0,0.0,1.0,291519594.496,63767597.056,1.0
2000,PAN,EGY,0.0,PAN,EGY,591.0,818.0,11466.0,0.0,0.0,11620500.48,99838541.824,0.0
1995,COL,MMR,0.00045211113,COL,MMR,170.0,104.0,17409.0,0.0,0.0,92507275.264,,0.0
2005,PAN,ROU,0.022477485,PAN,ROU,591.0,642.0,10532.0,0.0,0.0,15464699.904,99172614.144,0.0
2000,CRI,MUS,0.0058148773,CRI,MUS,188.0,480.0,15761.0,0.0,0.0,15946442.752,4582562.304,0.0
2005,CRI,BRN,0.0,CRI,BRN,188.0,96.0,17349.0,0.0,0.0,19964893.184,9531403.264,0.0
2005,CRI,KHM,0.0,CRI,KHM,188.0,116.0,17432.0,0.0,0.0,19964893.184,6293046.272,0.0
2000,PAN,MNG,0.0,PAN,MNG,591.0,496.0,13670.0,0.0,0.0,11620500.48,1136896.128,0.0
2015,PAN,VNM,0.0,PAN,VNM,591.0,704.0,,,,52132290.56,,
2005,CRI,DNK,4.4567405e-06,CRI,DNK,188.0,208.0,9516.0,0.0,0.0,19964893.184,264559083.52,0.0
2010,PAN,PRY,2.421232,PAN,PRY,591.0,600.0,4475.0,0.0,1.0,28814100.48,20030529.536,0.0
1995,PAN,MYS,0.018686326,PAN,MYS,591.0,458.0,18655.0,0.0,0.0,7906100.224,88832450.56,0.0
1995,COL,ARG,0.45106494,COL,ARG,170.0,32.0,4642.0,0.0,1.0,92507275.264,312569200.64,0.0
2010,PAN,NER,0.0,PAN,NER,591.0,562.0,8889.0,0.0,0.0,28814100.48,5718589.44,0.0
2000,COL,BWA,0.0,COL,BWA,170.0,72.0,11238.0,0.0,0.0,99886579.712,5788311.552,0.0
2005,PAN,SUR,0.043285433,PAN,SUR,591.0,740.0,2710.0,0.0,0.0,15464699.904,1793557.888,0.0
1995,PAN,MWI,0.0,PAN,MWI,591.0,454.0,12901.0,0.0,0.0,7906100.224,1397454.08,0.0
2015,COL,IDN,0.15449564,COL,IDN,170.0,360.0,19806.0,0.0,0.0,291519594.496,861256351.744,0.0
2010,CRI,FIN,0.03445714,CRI,FIN,188.0,246.0,10080.0,0.0,0.0,36298326.016,247799808.0,0.0
2015,PAN,MLT,0.0,PAN,MLT,591.0,470.0,9792.0,0.0,0.0,52132290.56,10287006.72,1.0
2005,COL,HRV,0.0016858999,COL,HRV,170.0,191.0,9650.0,0.0,0.0,146520129.536,45416357.888,0.0
1995,CRI,VNM,0.0,CRI,VNM,188.0,704.0,,,,11722356.736,,
2010,PAN,LBY,0.0,PAN,LBY,591.0,434.0,9727.0,0.0,0.0,28814100.48,74755284.992,0.0
1995,COL,GBR,10.898162,COL,GBR,170.0,826.0,8500.0,0.0,0.0,92507275.264,1235567247.36,0.0
1995,COL,UZB,0.0,COL,UZB,170.0,860.0,13713.0,0.0,0.0,92507275.264,13350461.44,0.0
2015,CRI,GAB,0.0010721131,CRI,GAB,188.0,266.0,10398.0,0.0,0.0,54840102.912,14262032.384,0.0
1995,COL,ISL,0.0,COL,ISL,170.0,352.0,7798.0,0.0,0.0,92507275.264,7205069.312,0.0
1995,CRI,ERI,0.0,CRI,ERI,188.0,232.0,13155.0,0.0,0.0,11722356.736,578015.616,0.0
2010,PAN,EST,0.0,PAN,EST,591.0,233.0,9945.0,0.0,0.0,28814100.48,19479013.376,0.0
1995,CRI,ERI,0.0,CRI,ERI,188.0,232.0,13155.0,0.0,0.0,11722356.736,578015.616,0.0
2015,COL,PAN,35.472492,COL,PAN,170.0,591.0,772.0,1.0,1.0,291519594.496,52132290.56,0.0
2015,PAN,PER,0.31039581,PAN,PER,591.0,604.0,2343.0,0.0,1.0,52132290.56,189212098.56,1.0
2015,CRI,ESP,0.78026831,CRI,ESP,188.0,724.0,8490.0,0.0,1.0,54840102.912,1192955478.016,1.0
2015,COL,HUN,0.00031233334,COL,HUN,170.0,348.0,9869.0,0.0,0.0,291519594.496,121715204.096,1.0
1995,PAN,CMR,0.0,PAN,CMR,591.0,120.0,9863.0,0.0,0.0,7906100.224,8733230.08,0.0
2005,PAN,IND,0.30153173,PAN,IND,591.0,356.0,15152.0,0.0,0.0,15464699.904,834215018.496,0.0
1995,PAN,BRB,0.11848752,PAN,BRB,591.0,52.0,2221.0,0.0,0.0,7906100.224,2261969.664,0.0
2005,COL,MHL,0.0,COL,MHL,170.0,584.0,12650.0,0.0,0.0,146520129.536,137744.496,0.0
1995,PAN,NPL,0.0,PAN,NPL,591.0,524.0,15632.0,0.0,0.0,7906100.224,4401104.384,0.0
2010,CRI,ISR,0.015530589,CRI,ISR,188.0,376.0,12039.0,0.0,0.0,36298326.016,232907997.184,0.0
2015,CRI,BGD,0.0048161242,CRI,BGD,188.0,50.0,16236.0,0.0,0.0,54840102.912,195078553.6,0.0
2000,CRI,DEU,0.19078951,CRI,DEU,188.0,280.0,,,,15946442.752,,
1995,CRI,TUN,0.0,CRI,TUN,188.0,788.0,9732.0,0.0,0.0,11722356.736,18030876.672,0.0
2005,CRI,SCG,0.0,CRI,SCG,188.0,891.0,10362.0,0.0,0.0,19964893.184,28509181.952,0.0
2015,COL,BFA,0.0,COL,BFA,170.0,854.0,8013.0,0.0,0.0,291519594.496,11148759.04,0.0
1995,COL,TJK,0.0,COL,TJK,170.0,762.0,13896.0,0.0,0.0,92507275.264,1231523.072,0.0
2005,COL,MOZ,0.0054545533,COL,MOZ,170.0,508.0,11906.0,0.0,0.0,146520129.536,6578515.456,0.0
2000,CRI,CMR,0.0048086285,CRI,CMR,188.0,120.0,10355.0,0.0,0.0,15946442.752,9287367.68,0.0
2000,CRI,KGZ,0.0,CRI,KGZ,188.0,417.0,13772.0,0.0,0.0,15946442.752,1369691.904,0.0
2015,COL,DNK,2.7601175,COL,DNK,170.0,208.0,9376.0,0.0,0.0,291519594.496,301307822.08,1.0
2015,COL,SAU,9.7508059,COL,SAU,170.0,682.0,12854.0,0.0,0.0,291519594.496,654269874.176,0.0
2010,COL,NZL,2.8370116,COL,NZL,170.0,554.0,12197.0,0.0,0.0,287018188.8,143466741.76,0.0
2010,CRI,MYS,0.2411598,CRI,MYS,188.0,458.0,,,,36298326.016,,
2015,CRI,ETH,0.19560535,CRI,ETH,188.0,231.0,13361.0,0.0,0.0,54840102.912,64464424.96,0.0
1995,CRI,LBR,0.0,CRI,LBR,188.0,430.0,8072.0,0.0,0.0,11722356.736,134800.0,0.0
2000,COL,CPV,0.0,COL,CPV,170.0,132.0,5651.0,0.0,0.0,99886579.712,539227.072,0.0
2000,COL,ARE,0.0,COL,ARE,170.0,784.0,13639.0,0.0,0.0,99886579.712,104337375.232,0.0
2015,PAN,MDV,0.0,PAN,MDV,591.0,462.0,16702.0,0.0,0.0,52132290.56,3435244.544,0.0
2015,PAN,HKG,0.4176988,PAN,HKG,591.0,344.0,16240.0,0.0,0.0,52132290.56,309403877.376,0.0
2000,COL,SWZ,0.0,COL,SWZ,170.0,748.0,11759.0,0.0,0.0,99886579.712,1524490.112,0.0
2010,COL,BLZ,4.6585396e-06,COL,BLZ,170.0,84.0,2126.0,0.0,1.0,287018188.8,1397113.472,0.0
1995,PAN,COL,0.57929868,PAN,COL,591.0,170.0,772.0,1.0,1.0,7906100.224,92507275.264,0.0
2015,PAN,NOR,0.024850076,PAN,NOR,591.0,578.0,9162.0,0.0,0.0,52132290.56,386578448.384,1.0
2015,PAN,ISR,0.016427437,PAN,ISR,591.0,376.0,11706.0,0.0,0.0,52132290.56,299415699.456,0.0
2010,COL,GRC,0.25829241,COL,GRC,170.0,300.0,10384.0,0.0,0.0,287018188.8,299598053.376,0.0
2005,CRI,MYS,0.060800683,CRI,MYS,188.0,458.0,,,,19964893.184,,
2000,COL,GHA,0.046533,COL,GHA,170.0,288.0,8188.0,0.0,0.0,99886579.712,4982849.024,0.0
2015,CRI,MOZ,0.0,CRI,MOZ,188.0,508.0,13142.0,0.0,0.0,54840102.912,14798399.488,0.0
1995,CRI,YEM,0.0,CRI,YEM,188.0,887.0,13680.0,0.0,0.0,11722356.736,4258788.608,0.0
2010,PAN,CUB,13.09729,PAN,CUB,591.0,192.0,1592.0,0.0,1.0,28814100.48,64328220.672,0.0
2005,CRI,CHL,49.471027,CRI,CHL,188.0,152.0,5008.0,0.0,1.0,19964893.184,124404146.176,1.0
2010,COL,SWE,0.85768849,COL,SWE,170.0,752.0,9690.0,0.0,0.0,287018188.8,488377679.872,0.0
2010,PAN,DZA,0.076710194,PAN,DZA,591.0,12.0,8759.0,0.0,0.0,28814100.48,161207304.192,0.0
1995,CRI,ALB,0.0,CRI,ALB,188.0,8.0,10426.0,0.0,0.0,11722356.736,2424498.944,0.0
1995,CRI,GBR,0.129813,CRI,GBR,188.0,826.0,8733.0,0.0,0.0,11722356.736,1235567247.36,0.0
2010,CRI,VNM,16.316277,CRI,VNM,188.0,704.0,,,,36298326.016,,
2015,CRI,CIV,0.045286559,CRI,CIV,188.0,384.0,8829.0,0.0,0.0,54840102.912,32828516.352,0.0
2005,COL,KOR,15.974496,COL,KOR,170.0,410.0,14855.0,0.0,0.0,146520129.536,898134310.912,0.0
2010,COL,TTO,20.268896,COL,TTO,170.0,780.0,1539.0,0.0,0.0,287018188.8,20758192.128,0.0
2000,CRI,NAM,0.0022567746,CRI,NAM,188.0,516.0,11574.0,0.0,0.0,15946442.752,3908645.632,0.0
2015,PAN,USA,3.179059,PAN,USA,591.0,840.0,3556.0,0.0,0.0,52132290.56,18036648050.688,1.0
2015,COL,ECU,113.55191,COL,ECU,170.0,218.0,990.0,1.0,1.0,291519594.496,100176805.888,1.0
2010,PAN,COG,0.0,PAN,COG,591.0,178.0,10619.0,0.0,0.0,28814100.48,12007879.68,0.0
2000,CRI,CZE,5.9321301e-06,CRI,CZE,188.0,203.0,9769.0,0.0,0.0,15946442.752,61474267.136,0.0
1995,COL,PNG,0.0,COL,PNG,170.0,598.0,15449.0,0.0,0.0,92507275.264,4636113.408,0.0
2000,CRI,POL,0.0,CRI,POL,188.0,616.0,10149.0,0.0,0.0,15946442.752,171708022.784,0.0
2015,CRI,AUS,0.29442945,CRI,AUS,188.0,36.0,13816.0,0.0,0.0,54840102.912,1345383170.048,0.0
2015,CRI,BRN,0.0,CRI,BRN,188.0,96.0,17349.0,0.0,0.0,54840102.912,12930395.136,0.0
2015,PAN,THA,0.0058501209,PAN,THA,591.0,764.0,17492.0,0.0,0.0,52132290.56,399234531.328,0.0
2005,COL,SLV,0.5537281,COL,SLV,170.0,222.0,1939.0,0.0,1.0,146520129.536,17093799.936,0.0
2005,PAN,PNG,0.0,PAN,PNG,591.0,598.0,14908.0,0.0,0.0,15464699.904,4901584.384,0.0
1995,CRI,DEU,0.0,CRI,DEU,188.0,280.0,,,,11722356.736,,
2000,PAN,BOL,0.26980239,PAN,BOL,591.0,68.0,3085.0,0.0,1.0,11620500.48,8397858.304,0.0
2000,PAN,ARG,0.029396696,PAN,ARG,591.0,32.0,5314.0,0.0,1.0,11620500.48,344272896.0,0.0
2015,CRI,VNM,2.5534804,CRI,VNM,188.0,704.0,17433.0,0.0,0.0,54840102.912,193241104.384,0.0
2000,PAN,MKD,0.0059479275,PAN,MKD,591.0,807.0,10240.0,0.0,0.0,11620500.48,3586884.096,0.0
2010,PAN,ERI,0.0,PAN,ERI,591.0,232.0,12732.0,0.0,0.0,28814100.48,2117039.488,0.0
2010,CRI,IND,0.05906716,CRI,IND,188.0,356.0,15289.0,0.0,0.0,36298326.016,1708458901.504,0.0
1995,COL,MDG,0.0,COL,MDG,170.0,450.0,13507.0,0.0,0.0,92507275.264,3159901.184,0.0
2010,CRI,USA,48.798157,CRI,USA,188.0,840.0,3553.0,0.0,0.0,36298326.016,14964400062.464,1.0
2015,COL,BEN,0.00010688316,COL,BEN,170.0,204.0,8465.0,0.0,0.0,291519594.496,8290987.008,0.0
2010,PAN,ARG,0.00076468388,PAN,ARG,591.0,32.0,5314.0,0.0,1.0,28814100.48,462703788.032,0.0
2010,PAN,GAB,9.594224e-05,PAN,GAB,591.0,266.0,9899.0,0.0,0.0,28814100.48,14569527.296,0.0
2000,COL,VNM,0.0,COL,VNM,170.0,704.0,18303.0,0.0,0.0,99886579.712,33640085.504,0.0
2005,CRI,ARG,1.2080201,CRI,ARG,188.0,32.0,5624.0,0.0,1.0,19964893.184,222907564.032,0.0
2010,COL,DZA,0.070970677,COL,DZA,170.0,12.0,8560.0,0.0,0.0,287018188.8,161207304.192,0.0
2000,PAN,OMN,0.0,PAN,OMN,591.0,512.0,14212.0,0.0,0.0,11620500.48,19507412.992,0.0
1995,COL,DEU,0.70089936,COL,DEU,170.0,276.0,9434.0,0.0,0.0,92507275.264,2590500978.688,0.0
2005,COL,NPL,0.0,COL,NPL,170.0,524.0,15808.0,0.0,0.0,146520129.536,8130258.944,0.0
2000,CRI,DOM,3.0249112,CRI,DOM,188.0,214.0,1798.0,0.0,1.0,15946442.752,23996657.664,0.0
2015,PAN,IRN,0.74164194,PAN,IRN,591.0,364.0,12885.0,0.0,0.0,52132290.56,393436069.888,0.0
2010,COL,BRA,1.2406621,COL,BRA,170.0,76.0,4311.0,1.0,0.0,287018188.8,2143067832.32,0.0
2015,CRI,BGR,0.0094787842,CRI,BGR,188.0,100.0,10655.0,0.0,0.0,54840102.912,50199117.824,1.0
2000,PAN,TJK,0.0,PAN,TJK,591.0,762.0,13808.0,0.0,0.0,11620500.48,860550.272,0.0
2015,PAN,UZB,0.0,PAN,UZB,591.0,860.0,13592.0,0.0,0.0,52132290.56,66903805.952,0.0
1995,COL,ZAF,0.15825161,COL,ZAF,170.0,710.0,10528.0,0.0,0.0,92507275.264,151113089.024,0.0
2015,COL,RWA,0.00029409645,COL,RWA,170.0,646.0,11604.0,0.0,0.0,291519594.496,8261034.496,0.0
2015,COL,AFG,0.0028840001,COL,AFG,170.0,4.0,14220.0,0.0,0.0,291519594.496,19702986.752,0.0
2010,COL,IDN,0.76263261,COL,IDN,170.0,360.0,19806.0,0.0,0.0,287018188.8,709190811.648,0.0
2010,CRI,LTU,0.022633344,CRI,LTU,188.0,440.0,10323.0,0.0,0.0,36298326.016,36709511.168,0.0
1995,COL,KHM,0.0,COL,KHM,170.0,116.0,18212.0,0.0,0.0,92507275.264,3441205.504,0.0
1995,CRI,SVN,0.13288768,CRI,SVN,188.0,705.0,9877.0,0.0,0.0,11722356.736,21274122.24,0.0
2005,PAN,BDI,0.0,PAN,BDI,591.0,108.0,12152.0,0.0,0.0,15464699.904,1117254.4,0.0
1995,CRI,SLV,10.46261,CRI,SLV,188.0,222.0,695.0,0.0,1.0,11722356.736,9500499.968,1.0
2015,COL,IRQ,0.0035956667,COL,IRQ,170.0,368.0,12318.0,0.0,0.0,291519594.496,179640205.312,0.0
2005,COL,NGA,0.0,COL,NGA,170.0,566.0,8579.0,0.0,0.0,146520129.536,112248324.096,0.0
1995,CRI,YEM,0.0,CRI,YEM,188.0,887.0,13680.0,0.0,0.0,11722356.736,4258788.608,0.0
1995,COL,JAM,2.514986,COL,JAM,170.0,388.0,1510.0,0.0,0.0,92507275.264,5813471.744,0.0
2015,COL,ISR,0.91443658,COL,ISR,170.0,376.0,11500.0,0.0,0.0,291519594.496,299415699.456,0.0
1995,COL,PRT,0.019965248,COL,PRT,170.0,620.0,7528.0,0.0,0.0,92507275.264,118133637.12,0.0
2015,COL,HKG,1.4514056,COL,HKG,170.0,344.0,16899.0,0.0,0.0,291519594.496,309403877.376,0.0
2010,COL,BLR,9.1263537e-05,COL,BLR,170.0,112.0,10355.0,0.0,0.0,287018188.8,55220932.608,0.0
2005,COL,NIC,0.10198551,COL,NIC,170.0,558.0,1577.0,0.0,1.0,146520129.536,6322582.528,0.0
1995,CRI,NZL,0.00066839752,CRI,NZL,188.0,554.0,11658.0,0.0,0.0,11722356.736,63437168.64,0.0
