year,iso3_tp_o,iso3_tp_d,trade_comb,trade_i,trade_e,pref,mfn,tariff,industry
2010,CAN,BFA,2.495373,2.6456323,3.151371,,0.075175963,0.075175963,Chemicals (23t25)
2008,USA,PRT,24.83143,26.427404,26.599758,,0.026040426,0.026040426,Other (36)
2000,MEX,SWZ,0.017986,0.0,0.017986,,,,Chemicals (23t25)
2000,USA,USA,122511.37,122564.57,118131.11,0.0,0.0,0.0,Textiles (17t19)
2008,MEX,SYR,0.01971445,0.021348,4e-06,,0.17303155,0.17303155,Wood-Paper (20t22)
2005,MEX,TUN,0.016982168,0.018607834,0.0072380002,,0.26582012,0.26582012,Minerals (26)
2000,MEX,RUS,3.9869716,4.3039021,2.913341,0.098861806,0.12893641,0.094767138,Food (15t16)
2002,USA,YEM,0.53578794,0.57022423,1.1482476,,0.16747312,0.16747312,Other (36)
2005,USA,BHS,196.65062,208.49197,152.83089,,0.33024892,0.33024892,Chemicals (23t25)
2002,CAN,POL,7.8947673,8.5489321,5.4558225,,0.078511111,0.078511111,Wood-Paper (20t22)
2003,MEX,HND,12.579021,13.621324,12.662689,,0.063231848,0.063231848,Wood-Paper (20t22)
2009,CAN,MWI,0.02828717,0.029518813,0.013545978,,0.21280773,0.21280773,Textiles (17t19)
2008,CAN,CHL,96.566704,102.38148,76.5942,3.1678985e-05,0.060253412,0.060253412,Chemicals (23t25)
2005,CAN,CIV,1.2485585,1.3478084,0.62316048,,0.16016549,0.16016549,Food (15t16)
2005,CAN,ECU,6.7035255,7.1071796,6.0104475,,0.077486455,0.077486455,Chemicals (23t25)
2007,USA,ISR,95.471703,104.611,79.039085,0.0,0.051659755,0.0031792682,Minerals (26)
2002,MEX,CUB,21.806175,23.613047,15.04326,0.064578928,0.085125782,0.085125782,Wood-Paper (20t22)
2008,CAN,BMU,2.0383809,0.0,2.0383809,,0.29227057,0.29227057,Vehicles (34t35)
2008,MEX,MHL,0.000111,,0.000111,,,,Food (15t16)
2002,MEX,BRB,0.69910878,0.754682,0.15794733,,0.36758965,0.36758965,Food (15t16)
2004,USA,IRL,864.81512,908.47974,236.4012,,0.039658088,0.039658088,Vehicles (34t35)
2009,MEX,MDV,9.3271483e-05,0.000101,0.0,,0.15873155,0.15873155,Wood-Paper (20t22)
2006,MEX,MAR,0.23533167,0.24817665,0.19118021,,0.21741663,0.21741663,Metals (27t28)
2010,MEX,NPL,0.00065631262,0.00068488892,0.00011286667,,0.15175849,0.15175849,Textiles (17t19)
2010,MEX,MDV,0.0,0.0,0.0,,0.15643719,0.15643719,Wood-Paper (20t22)
2004,USA,LUX,177.88496,186.86638,25.320812,,0.039658088,0.039658088,Vehicles (34t35)
2004,CAN,NZL,2.1081655,2.3099754,1.8914704,0.0049386504,0.028219512,0.0049085366,Minerals (26)
2007,MEX,CIV,0.026536105,0.028645501,0.0,,0.16008677,0.16008677,Food (15t16)
2003,USA,SVK,58.378601,61.326141,20.879772,,0.059421323,0.059421323,Vehicles (34t35)
2002,USA,NGA,121.21465,127.83085,128.43102,,0.24602075,0.24602075,Metals (27t28)
2008,CAN,TKM,0.0,0.0,,,0.035975609,0.035975609,Minerals (26)
2008,MEX,KWT,5.537703,5.8711567,0.72625643,,0.045517698,0.045517698,Chemicals (23t25)
2008,MEX,LVA,0.20498617,0.21816111,0.1313405,0.0010890071,0.026040426,0.0010890071,Other (36)
2002,CAN,ZAF,24.476604,26.422285,22.085463,,0.14293171,0.14293171,Food (15t16)
2010,CAN,BWA,0.016466228,0.018042507,0.0,,,,Minerals (26)
2003,USA,BMU,85.144127,0.0,85.144127,,0.21979208,0.21979208,Machines (29t33)
2010,MEX,IRQ,10.266332,0.0,10.266332,,,,Metals (27t28)
2004,USA,HTI,0.0,0.0,,,0.051113714,0.051113714,Textiles (17t19)
2001,USA,LUX,10.940292,11.64345,9.296999,,0.027793618,0.027793618,Other (36)
2009,CAN,NOR,543.73969,573.4184,689.72705,,5.1903116e-05,5.1903116e-05,Metals (27t28)
2010,CAN,CHL,25.126926,27.208954,24.882734,0.0,0.060500003,0.060500003,Wood-Paper (20t22)
2004,USA,MEX,11419.452,11996.021,12203.829,0.0,0.18155809,0.0,Vehicles (34t35)
2004,MEX,CYP,0.025581231,0.027700905,0.10630863,,0.020126741,0.020126741,Wood-Paper (20t22)
2005,CAN,LTU,0.38556549,0.41034669,0.55350769,,0.037979256,0.037979256,Other (36)
2010,MEX,TKM,0.0,0.0,,,0.0079787234,0.0079787234,Other (36)
2000,USA,PAN,95.107201,102.98783,91.158165,,0.085128002,0.085128002,Wood-Paper (20t22)
2005,CAN,SDN,0.85907376,0.91428846,2.6216884,,0.28900692,0.28900692,Other (36)
2007,MEX,CZE,4.8750782,5.1884103,3.4159961,,0.046946809,0.046946809,Other (36)
2000,MEX,GRC,0.16908264,0.18309291,0.12507175,0.0062946663,0.029781334,0.0062946663,Wood-Paper (20t22)
2000,USA,BLR,16.228863,17.206085,3.5638325,,0.072414719,0.072414719,Chemicals (23t25)
2007,CAN,CMR,0.037386794,0.040965751,0.0088848332,,0.22271341,0.22271341,Minerals (26)
2006,CAN,AFG,0.021682668,0.0,0.021682668,,0.089363061,0.089363061,Minerals (26)
2005,MEX,MAR,0.24931775,0.26997635,0.4632116,,0.37611279,0.37611279,Wood-Paper (20t22)
2006,MEX,HTI,0.0,0.0,,,0.015224913,0.015224913,Metals (27t28)
2003,USA,CRI,354.90567,376.27637,325.0079,3.0534353e-05,0.028920064,0.028920064,Chemicals (23t25)
2000,USA,MAR,7.4257798,8.1366339,4.807096,0.0,0.36046159,0.36046159,Minerals (26)
2010,MEX,MDV,0.0,0.0,0.0,,0.22037889,0.22037889,Metals (27t28)
2009,USA,MWI,2.7917113,2.9711411,1.8032511,,0.23497342,0.23497342,Other (36)
2003,MEX,SYR,0.75037879,0.79860735,0.26229024,,0.29256544,0.29256544,Other (36)
2001,MEX,IND,22.151676,23.360769,22.424982,0.1245,0.33339101,0.33339101,Metals (27t28)
2000,CAN,SGP,3.5065365,3.8422098,2.2040274,,0.0,0.0,Minerals (26)
2009,MEX,QAT,0.014568167,0.0,0.014568167,,0.04209559,0.04209559,Vehicles (34t35)
2010,CAN,NZL,51.240196,55.313354,42.346104,0.01215189,0.020298049,0.0056742318,Food (15t16)
2010,MEX,BDI,0.0,0.0,0.0,,0.17713416,0.17713416,Minerals (26)
2008,CAN,NER,0.03158918,0.034206674,0.084702358,,0.11462963,0.11462963,Wood-Paper (20t22)
2001,USA,SLE,2.0571806,0.0,2.0571806,,0.083636083,0.083636083,Chemicals (23t25)
2000,USA,CAF,0.11387934,0.12009515,0.19616307,,0.17162432,0.17162432,Metals (27t28)
2005,USA,LBR,0.0,0.0,,,0.14126344,0.14126344,Wood-Paper (20t22)
2007,MEX,IND,3.2725511,3.532691,2.1970096,0.20999999,0.40936169,0.40893614,Food (15t16)
2003,CAN,BEN,0.61321568,0.63410902,1.7479361,,0.096055232,0.096055232,Machines (29t33)
2001,CAN,URY,4.2398396,4.3842974,3.2975855,,0.12048501,0.12048501,Machines (29t33)
2010,CAN,GRC,8.4462872,9.1461496,7.1385512,0.0,0.012149815,0.012149815,Wood-Paper (20t22)
2005,MEX,BGD,1.26617,1.3424127,0.31235409,,0.11983702,0.11983702,Chemicals (23t25)
2001,CAN,BLR,0.17116937,0.18535255,0.001128,,0.13382222,0.13382222,Wood-Paper (20t22)
2005,MEX,GEO,1.0555556e-05,0.0,1.0555556e-05,,0.090904258,0.090904258,Other (36)
2003,USA,LCA,25.631462,27.668945,10.121086,,0.16890615,0.16890615,Food (15t16)
2000,MEX,IRL,0.46720335,0.50591606,0.86691868,0.0062946663,0.029781334,0.0062946663,Wood-Paper (20t22)
2004,USA,BGD,23.811415,25.784437,19.477707,,0.20394443,0.20394443,Wood-Paper (20t22)
2005,USA,BRA,288.25479,300.8056,149.38043,,0.1770563,0.1770563,Textiles (17t19)
2007,USA,ISL,114.58366,118.48771,57.266293,,0.012013067,0.012013067,Machines (29t33)
2005,MEX,BIH,0.15610805,0.16550811,0.0052638892,,0.036246978,0.036246978,Chemicals (23t25)
2002,CAN,ZMB,0.77676189,0.80322742,0.54255307,,0.077613413,0.077613413,Machines (29t33)
2004,MEX,TUR,27.350168,28.997063,2.7413008,0.0086754467,0.043444138,0.024580166,Chemicals (23t25)
2003,MEX,TON,0.0,0.0,0.0,,0.13034576,0.13034576,Metals (27t28)
2007,MEX,CRI,112.8803,119.04158,112.80272,0.0,0.026211074,0.026211074,Metals (27t28)
2008,USA,ISL,19.200665,20.434734,14.527663,,0.072473399,0.072473399,Other (36)
2001,CAN,TON,0.171029,0.0,0.171029,,0.065151513,0.065151513,Vehicles (34t35)
2002,CAN,BHR,6.9562869,7.3075104,2.877399,,0.050183825,0.050183825,Vehicles (34t35)
2007,CAN,LBY,0.12354163,0.135368,0.216846,,0.0042682928,0.0042682928,Minerals (26)
2004,USA,ITA,1554.2677,1632.7428,852.33276,,0.039658088,0.039658088,Vehicles (34t35)
2010,MEX,ETH,0.80465376,0.83206964,0.059393335,,0.13947131,0.13947131,Machines (29t33)
2009,MEX,SLV,11.843894,12.605128,12.049238,0.0,0.10755,0.10755,Other (36)
2008,USA,ROU,118.82992,125.98528,67.494019,,0.13817087,0.13817087,Chemicals (23t25)
2005,CAN,NIC,2.8491149,2.9731672,2.5359862,,0.1059908,0.1059908,Textiles (17t19)
2000,CAN,DZA,3.8175709,4.0259433,2.0797222,,0.19782561,0.19782561,Metals (27t28)
2009,USA,URY,218.15831,225.59131,293.76608,,0.073391847,0.073391847,Machines (29t33)
2007,CAN,BLR,1.0430694,1.1294986,0.9010734,,0.13248622,0.13248622,Wood-Paper (20t22)
2002,USA,KOR,983.35455,1064.8358,901.9342,0.029746175,0.055102445,0.055102445,Wood-Paper (20t22)
2009,CAN,SOM,0.0,0.0,,,,,Vehicles (34t35)
2008,CAN,BMU,4.5885835,0.0,4.5885835,,0.10997468,0.10997468,Textiles (17t19)
2003,MEX,DZA,4.4464626,4.7142072,1.5840907,,0.14537036,0.14537036,Chemicals (23t25)
2009,CAN,KOR,28.257097,29.487432,29.680723,0.00044463351,0.1008122,0.1008122,Textiles (17t19)
2010,MEX,FJI,1.0278665,1.0797635,0.0061915,,0.15687279,0.15687279,Vehicles (34t35)
2005,USA,URY,4.2229943,4.6272526,2.7310641,,0.10782927,0.10782927,Minerals (26)
2003,USA,CYP,17.753382,18.822405,8.119422,,0.045023914,0.045023914,Chemicals (23t25)
2002,MEX,VNM,0.05517948,0.057965498,0.0048584999,0.21807492,0.21226986,0.21226986,Vehicles (34t35)
2001,CAN,BFA,0.046303019,0.048319083,0.0086400714,,0.17441383,0.17441383,Textiles (17t19)
2002,MEX,NER,0.029248349,0.030244889,0.0024850001,,0.095660754,0.095660754,Machines (29t33)
2001,USA,LVA,3.0271349,3.1923635,5.967978,,0.0062413495,0.0062413495,Metals (27t28)
2005,MEX,ALB,0.15590547,0.16529332,0.026645668,,0.029164186,0.029164186,Chemicals (23t25)
2010,USA,BHR,67.444557,71.505745,45.541798,4.8963135e-05,0.046016969,0.0036963937,Chemicals (23t25)
2000,MEX,PRY,6.7068567,6.9353704,1.9052947,0.071778648,0.098956212,0.098956212,Machines (29t33)
2003,MEX,KOR,16.409555,17.713976,20.177856,1.3106667,0.44653475,0.44630778,Food (15t16)
2002,USA,SYR,77.624702,84.056717,14.322095,,0.17303155,0.17303155,Wood-Paper (20t22)
2007,USA,UZB,0.0,0.0,,,0.16356088,0.16356088,Wood-Paper (20t22)
2003,CAN,PAK,2.1497214,2.3206062,9.1296558,,0.2354117,0.2354117,Food (15t16)
2008,CAN,EGY,38.923088,40.24926,63.719921,,0.069508173,0.069508173,Machines (29t33)
2000,CAN,MLT,4.3884883,4.538012,4.9851003,0.0,0.070100792,0.070100792,Machines (29t33)
2003,CAN,PER,0.71039212,0.77839643,0.67518777,0.0,0.080955483,0.080955483,Minerals (26)
2002,USA,UKR,37.435535,40.537464,9.8266973,,0.072312444,0.072312444,Wood-Paper (20t22)
2002,CAN,DEU,49.034439,52.185997,36.286228,0.0,0.02719947,0.02719947,Other (36)
2000,CAN,NPL,1.3e-05,0.0,1.3e-05,,0.15416667,0.15416667,Minerals (26)
2004,MEX,PAK,0.10426161,0.11290078,0.33930466,,0.19244444,0.19244444,Wood-Paper (20t22)
2000,USA,MNG,4.388586,4.6101665,1.9637743,,0.050000001,0.050000001,Vehicles (34t35)
2001,CAN,NLD,12.316815,12.853097,12.44904,0.0,0.084916875,0.084916875,Textiles (17t19)
2000,USA,MDG,0.72107273,0.78082114,0.30054837,,0.028759111,0.028759111,Wood-Paper (20t22)
2005,USA,ZMB,0.71672028,0.74792683,0.20585443,,0.19519331,0.19519331,Textiles (17t19)
2001,MEX,EGY,0.44176787,0.47688466,0.077146754,0.46188,1.1330088,1.1330088,Food (15t16)
2000,CAN,MLT,0.88939208,0.94655532,0.25010824,0.0,0.079447873,0.079447873,Other (36)
2008,USA,BRA,2018.6649,2128.8486,2015.2316,,0.12132662,0.12132662,Metals (27t28)
2000,CAN,EST,0.16044736,0.16743334,0.21031128,0.0,0.0,0.0,Textiles (17t19)
2008,USA,ISL,46.813156,51.294479,47.453453,,0.028068293,0.028068293,Minerals (26)
2005,USA,PRT,199.09396,207.76263,13.54964,,0.079559535,0.079559535,Textiles (17t19)
2006,CAN,MAC,0.5432303,0.56688291,0.16859756,,0.0,0.0,Textiles (17t19)
2003,MEX,EST,0.29096493,0.30848545,0.051063199,0.0050819456,0.0,0.0,Chemicals (23t25)
2005,CAN,CHL,40.080761,42.268467,42.193195,0.0,0.059999999,0.059999999,Metals (27t28)
2009,CAN,LBN,4.7960534,5.1934571,5.5673213,,0.057295259,0.057295259,Wood-Paper (20t22)
2008,CAN,BTN,0.03091557,0.0324765,0.0109175,,0.15441176,0.15441176,Vehicles (34t35)
2009,CAN,SWZ,0.10001996,0.10604268,0.19413361,,,,Chemicals (23t25)
2003,MEX,PNG,0.0,0.0,0.0,,0.0058823531,0.0058823531,Vehicles (34t35)
2001,USA,GEO,16.629713,17.196314,12.217183,,0.056902364,0.056902364,Machines (29t33)
2001,CAN,HND,0.83663446,0.88230002,0.5673129,0.039026286,0.033289794,0.033289794,Metals (27t28)
2010,MEX,LBN,10.802396,11.170452,2.6847506,,0.038946599,0.038946599,Machines (29t33)
2001,MEX,CZE,1.3013291,1.4047737,0.73177803,,0.13487376,0.13487376,Food (15t16)
2005,MEX,IND,14.01846,14.783622,17.714972,0.1245,0.16522491,0.16500433,Metals (27t28)
2005,CAN,BHS,3.8552287,3.9865828,8.6970234,,0.33753291,0.33753291,Machines (29t33)
2002,USA,ESP,157.74181,167.88023,123.51459,,0.02719947,0.02719947,Other (36)
2001,USA,CAF,0.16262689,0.1724195,0.13952908,,0.12069045,0.12069045,Chemicals (23t25)
2009,CAN,JAM,7.7704515,8.4143152,5.5844841,,0.062960148,0.062960148,Wood-Paper (20t22)
2001,MEX,LBR,0.0,0.0,,,0.073661402,0.073661402,Chemicals (23t25)
2002,USA,ROU,57.184204,60.62756,16.26594,,0.14488576,0.14488576,Chemicals (23t25)
2007,USA,CYP,1.5706062,1.720957,1.1616573,,0.046001829,0.046001829,Minerals (26)
2007,USA,KOR,1643.772,1774.438,1783.7446,0.24243566,0.43700421,0.43700421,Food (15t16)
2004,CAN,MUS,0.28503069,0.29942191,0.25714782,,0.2190353,0.2190353,Vehicles (34t35)
2006,CAN,IRQ,1.8457652,0.0,1.8457652,,,,Chemicals (23t25)
2002,CAN,FJI,0.14564911,0.15359898,0.21920155,,0.052886959,0.052886959,Metals (27t28)
2001,USA,BFA,6.2986727,6.5132785,0.79579419,,0.095734708,0.095734708,Machines (29t33)
2006,USA,PAK,263.97009,275.46353,429.78024,,0.18773153,0.18773153,Textiles (17t19)
2007,USA,MMR,2.0296068,0.0,2.0296068,,0.10819574,0.10819574,Food (15t16)
2000,USA,ISR,366.00238,389.52618,887.46387,0.0,0.085785635,0.085785635,Other (36)
2001,CAN,CIV,1.0584025,1.1264284,0.72297621,,0.18098404,0.18098404,Other (36)
2001,USA,ZMB,0.43397382,0.47551718,0.28878999,,0.13841464,0.13841464,Minerals (26)
2000,USA,QAT,4.0438766,4.4309883,4.2984414,,0.039999999,0.039999999,Minerals (26)
2006,MEX,MDA,0.012511217,0.013315341,0.0089175003,,0.07468085,0.07468085,Other (36)
2010,MEX,CPV,0.0077087777,0.0079714283,0.0059130001,,0.073377118,0.073377118,Machines (29t33)
2010,MEX,GBR,57.789204,60.943485,39.542828,,,,Metals (27t28)
2010,CAN,PER,3.3669505,3.51355,10.085723,0.0,0.14395897,0.14395897,Textiles (17t19)
2007,MEX,ESP,23.448965,25.391958,24.330219,0.0025851852,0.012137074,0.0025851852,Wood-Paper (20t22)
2006,USA,BEL,694.85828,752.43457,798.25519,,0.01217511,0.01217511,Wood-Paper (20t22)
2001,MEX,UZB,0.0,0.0,,,0.073010385,0.073010385,Metals (27t28)
2002,MEX,PAK,0.1211344,0.13273033,0.047111001,,0.22413597,0.22413597,Minerals (26)
2010,MEX,UGA,0.0020074267,0.002167,0.0,,0.23221229,0.23221229,Food (15t16)
2008,MEX,CHN,26.874353,29.010637,25.82855,,0.17758828,0.17758828,Food (15t16)
2000,USA,CHE,505.55783,533.1524,282.90738,,0.0,0.0,Metals (27t28)
2004,MEX,MOZ,0.00028748281,0.00030000001,0.0,,0.2038931,0.2038931,Textiles (17t19)
2006,CAN,SGP,14.198062,15.110604,19.021418,,0.0,0.0,Other (36)
2009,CAN,ROU,20.489698,21.72349,13.489244,,0.13817087,0.13817087,Chemicals (23t25)
2008,MEX,ESP,263.21005,272.17807,132.54076,0.0011802786,0.022495843,0.0012284243,Machines (29t33)
2003,CAN,IRL,6.4767008,6.9915438,7.2176323,0.012196815,0.10414491,0.10414491,Food (15t16)
2006,USA,SVN,15.085573,16.335571,10.283404,,0.091736004,0.091736004,Wood-Paper (20t22)
2005,USA,NPL,0.079951584,0.0,0.079951584,,0.1736111,0.1736111,Minerals (26)
2009,MEX,HRV,1.2139069,1.3104022,0.077490002,,0.12098949,0.12098949,Food (15t16)
2006,CAN,IRN,22.963612,24.217022,11.389981,,0.1582282,0.1582282,Metals (27t28)
2004,MEX,CAF,0.0008118393,0.00083949999,2.6621931,,0.15200523,0.15200523,Machines (29t33)
2002,MEX,BDI,0.0,0.0,0.0,,0.36066037,0.36066037,Textiles (17t19)
2000,MEX,TTO,5.8648582,6.2180109,4.5528717,,0.051264539,0.051264539,Chemicals (23t25)
2000,CAN,UGA,0.11042576,0.11600117,0.028315499,,0.061198529,0.061198529,Vehicles (34t35)
2007,MEX,TJK,0.0,0.0,0.0,,0.051102944,0.051102944,Vehicles (34t35)
2001,USA,ARE,180.26903,0.0,180.26903,,0.050000001,0.050000001,Textiles (17t19)
2000,CAN,CHL,37.604088,39.656612,26.878838,0.0,0.090000004,0.090000004,Metals (27t28)
2001,USA,KWT,48.321114,52.162231,77.573616,,0.012821781,0.012821781,Food (15t16)
2001,MEX,CZE,6.053894,6.3595562,2.6664543,,0.059421323,0.059421323,Vehicles (34t35)
2001,USA,ARE,398.43704,0.0,398.43704,,0.042279411,0.042279411,Vehicles (34t35)
2004,CAN,BFA,0.10042889,0.10688369,0.032569766,,0.17300531,0.17300531,Other (36)
2008,MEX,FJI,8.2189727e-05,8.9000001e-05,0.002745765,,0.11723502,0.11723502,Wood-Paper (20t22)
2010,MEX,BEL,25.604866,26.897657,54.884628,0.008471569,0.0392875,0.008471569,Vehicles (34t35)
2007,USA,BOL,41.256721,43.508617,22.012255,,0.086239383,0.086239383,Metals (27t28)
2010,MEX,MDG,0.00075951737,0.00080833334,0.069530837,,0.17367022,0.17367022,Other (36)
2007,MEX,NAM,0.0,0.0,0.0,,,,Other (36)
2002,MEX,UKR,0.13614751,0.14207546,0.017749839,,0.07523904,0.07523904,Textiles (17t19)
2001,USA,CHN,1305.7463,1362.5994,1511.3374,,0.21378557,0.21378557,Textiles (17t19)
2006,CAN,SLE,0.19724067,0.0,0.19724067,,0.089869566,0.089869566,Metals (27t28)
2006,CAN,UKR,6.0472641,6.5279698,8.4853258,0.061989974,0.12939267,0.12939267,Food (15t16)
2002,CAN,SEN,0.73747694,0.78188425,0.29862812,,0.075111009,0.075111009,Chemicals (23t25)
2002,CAN,CRI,7.8600402,8.1278448,4.850306,0.0,0.024452761,0.024452761,Machines (29t33)
2008,CAN,COG,0.022073811,0.023902858,0.51715815,,0.18618518,0.18618518,Wood-Paper (20t22)
2003,CAN,IRN,44.043758,45.544403,36.628021,,0.16677515,0.16677515,Machines (29t33)
2009,MEX,MYS,100.66803,104.09795,28.65591,,0.034467842,0.034467842,Machines (29t33)
2006,MEX,SGP,40.135925,42.162392,6.9601789,,0.0,0.0,Vehicles (34t35)
2001,USA,ARE,65.60289,0.0,65.60289,,0.060879633,0.060879633,Wood-Paper (20t22)
2001,CAN,COG,0.0,0.0,0.0,,0.22271341,0.22271341,Minerals (26)
2003,CAN,ARG,28.155046,29.114336,16.998308,,0.13966617,0.13966617,Machines (29t33)
2008,MEX,HUN,3.3543549,3.5374436,2.7790842,,0.05200718,0.05200718,Metals (27t28)
2002,CAN,BRN,0.025058957,0.027135354,0.0046762,,0.034258224,0.034258224,Wood-Paper (20t22)
2009,CAN,GRC,20.535427,21.235104,17.633078,0.0,0.022446949,0.022446949,Machines (29t33)
2009,USA,CMR,5.1562815,5.4876881,3.5038979,,0.28510639,0.28510639,Other (36)
2006,CAN,OMN,9.1476612,9.6469631,14.508253,,0.048961941,0.048961941,Metals (27t28)
2006,CAN,ZAF,55.757908,60.190189,47.855263,,0.12200862,0.12200862,Food (15t16)
2005,MEX,BRB,0.3251825,0.33934116,0.19623755,,0.16634673,0.16634673,Textiles (17t19)
2008,MEX,ETH,0.014376149,0.015300137,0.0,,0.28922874,0.28922874,Other (36)
2008,MEX,HND,99.130013,0.0,99.130013,,0.02027956,0.02027956,Chemicals (23t25)
2004,USA,URY,5.7336187,6.0465736,7.6882143,,0.1362325,0.1362325,Metals (27t28)
2003,CAN,SYR,11.314478,11.93205,2.3179481,,0.10345957,0.10345957,Metals (27t28)
2003,MEX,CHN,86.481316,90.847763,58.758476,,0.13592795,0.13592795,Vehicles (34t35)
2000,MEX,KAZ,0.060213536,0.064999998,0.0,0.068800814,0.11502907,0.11502907,Food (15t16)
2009,USA,HTI,0.0,0.0,,,0.010333333,0.010333333,Wood-Paper (20t22)
2005,USA,TUN,9.2863407,9.8831959,2.4130759,,0.33143461,0.33143461,Other (36)
2007,CAN,LKA,1.5699643,1.6234555,2.8248284,,0.082983017,0.082983017,Machines (29t33)
2006,CAN,HRV,0.84082103,0.89486247,1.284827,,0.052774467,0.052774467,Other (36)
2006,CAN,CAF,0.001378,0.0,0.001378,,0.18848163,0.18848163,Wood-Paper (20t22)
2001,USA,SCG,2.3544517,2.4829636,0.56900054,,0.12787041,0.12787041,Metals (27t28)
2009,MEX,IRL,179.46913,185.58395,119.79689,0.001169354,0.022446949,0.0012175104,Machines (29t33)
2008,CAN,SLE,0.016732834,0.0,0.016732834,,0.18320064,0.18320064,Minerals (26)
2003,CAN,HRV,0.32776144,0.35913736,0.0676395,,0.066607319,0.066607319,Minerals (26)
2005,MEX,NIC,44.840504,46.368298,82.282417,0.0,0.026195858,0.026195858,Machines (29t33)
2004,CAN,LTU,1.2384242,1.3410405,1.1896855,,0.015736889,0.015736889,Wood-Paper (20t22)
2001,USA,AGO,80.404366,0.0,80.404366,,0.058996476,0.058996476,Metals (27t28)
2004,MEX,AUT,1.7471766,1.8594717,0.24268118,0.13320175,0.085885867,0.12331122,Other (36)
2006,CAN,NOR,9.4884548,10.0983,14.638529,,0.00049468083,0.00049468083,Other (36)
2004,CAN,URY,1.9591758,2.0661125,1.7873122,,0.1362325,0.1362325,Metals (27t28)
2000,CAN,MEX,81.383369,86.614075,30.156359,0.0031611703,0.2210218,0.2210218,Other (36)
2000,MEX,HRV,0.84422517,0.87298936,0.091502503,,0.086911552,0.086911552,Machines (29t33)
2008,MEX,MOZ,0.00015960805,0.00016766667,0.0,,0.075505883,0.075505883,Vehicles (34t35)
2007,MEX,NZL,0.31338462,0.34338424,0.10132525,0.021963803,0.028074998,0.021817682,Minerals (26)
2000,USA,MDA,0.059851009,0.065580413,0.000871,,0.081407316,0.081407316,Minerals (26)
2009,MEX,ARM,0.166333,0.17473117,0.0,,0.029044118,0.029044118,Vehicles (34t35)
2001,CAN,UKR,3.1825972,3.3563113,0.74016118,0.030846905,0.051721107,0.051721107,Metals (27t28)
2004,CAN,BRB,1.0475107,1.1003996,1.1949333,,0.094318382,0.094318382,Vehicles (34t35)
2009,CAN,SAU,220.20952,227.71242,174.45251,,0.046301316,0.046301316,Machines (29t33)
2008,CAN,OMN,12.970924,13.625828,13.641964,,0.04209559,0.04209559,Vehicles (34t35)
2009,USA,SLV,74.968979,78.754166,98.985771,0.0,0.034208089,0.034208089,Vehicles (34t35)
2007,MEX,ISR,2.5686934,2.7088993,2.4931006,0.0,0.034032527,0.00017301038,Metals (27t28)
2010,MEX,HTI,0.0,0.0,,,0.099806502,0.099806502,Food (15t16)
2007,CAN,NGA,2.345139,2.4731424,8.1061525,,0.14593425,0.14593425,Metals (27t28)
2002,MEX,VNM,0.38935319,0.41060504,0.116037,0.05953303,0.08304204,0.08304204,Metals (27t28)
2004,CAN,NGA,2.802623,0.0,2.802623,,0.52044916,0.52044916,Food (15t16)
2002,MEX,IND,5.1076803,5.3864703,5.6397572,0.1245,0.30224913,0.30224913,Metals (27t28)
2004,CAN,PAN,2.7549579,2.9832349,5.4410434,,0.078574076,0.078574076,Wood-Paper (20t22)
2004,USA,JOR,106.67446,110.30904,119.80127,0.091875926,0.11884882,0.11884882,Machines (29t33)
2004,USA,QAT,66.605492,69.968407,96.509193,,0.042279411,0.042279411,Vehicles (34t35)
2010,MEX,SLV,31.363577,32.729164,33.917004,0.0,0.11181623,0.11181623,Textiles (17t19)
2006,MEX,UGA,0.0,0.0,0.0,,0.16835365,0.16835365,Minerals (26)
2000,MEX,SWZ,0.0,0.0,0.0,,,,Other (36)
2007,MEX,QAT,0.28900447,0.30158791,0.049588054,,0.049894489,0.049894489,Textiles (17t19)
2003,MEX,ETH,0.00092248357,0.00099892099,0.021501999,,0.128556,0.128556,Wood-Paper (20t22)
2003,MEX,BRN,0.033731006,0.034880277,0.0,,0.083341815,0.083341815,Machines (29t33)
2003,CAN,TJK,0.18803699,0.0,0.18803699,,0.061111111,0.061111111,Wood-Paper (20t22)
2004,USA,ECU,461.10391,476.81448,546.67841,,0.090780079,0.090780079,Machines (29t33)
2007,CAN,EGY,0.96047318,1.0022929,6.0899696,,0.17738566,0.17738566,Textiles (17t19)
2002,USA,HRV,7.5130429,8.1355772,1.5288162,,0.027808297,0.027808297,Wood-Paper (20t22)
2001,MEX,ISR,3.7790167,4.0794168,3.7057645,0.041216664,0.14034753,0.14034753,Food (15t16)
2006,MEX,KOR,19.165125,19.999586,5.7588396,0.10119131,0.10138499,0.10138499,Textiles (17t19)
2001,USA,BLZ,28.262505,29.689482,19.809448,,0.093521327,0.093521327,Vehicles (34t35)
2004,CAN,BHS,0.19233586,0.21074775,0.49106559,,0.32042682,0.32042682,Minerals (26)
2009,CAN,KAZ,8.0627775,8.7037001,6.7971234,,0.12325343,0.12325343,Food (15t16)
2005,CAN,NPL,0.92477649,0.0,0.92477649,,0.12685984,0.12685984,Chemicals (23t25)
2004,CAN,PSE,0.041341688,0.044628002,0.0,0.0067311106,0.084335156,0.076457359,Food (15t16)
2003,USA,DOM,573.16101,592.68958,829.3075,0.0,0.062768638,0.062768638,Machines (29t33)
