year,iso3_tp_o,iso3_tp_d,trade_comb,trade_i,trade_e,pref,mfn,tariff,industry
2000,USA,BWA,2.9897394,3.119915,1.4897447,,,,Textiles (17t19)
2009,MEX,PAK,0.16256242,0.17812417,0.039844334,,0.21557501,0.21557501,Minerals (26)
2001,CAN,THA,18.573153,20.049561,24.063787,,0.27711821,0.27711821,Food (15t16)
2006,USA,PSE,0.20303085,0.21187097,0.0029602,0.0,0.033337239,0.0,Textiles (17t19)
2002,MEX,ETH,0.0,0.0,0.0,,0.26721442,0.26721442,Food (15t16)
2001,USA,NLD,432.41806,451.24579,650.74731,,0.084916875,0.084916875,Textiles (17t19)
2005,CAN,SAU,4.3134294,4.5906634,9.1104374,,0.050212763,0.050212763,Other (36)
2010,MEX,CIV,0.34095865,0.35956904,0.0034165001,,0.12442336,0.12442336,Metals (27t28)
2004,MEX,KGZ,0.0,0.0,0.0,,0.026412919,0.026412919,Metals (27t28)
2000,MEX,CYP,0.21658002,0.22962141,0.70697701,,0.047149267,0.047149267,Chemicals (23t25)
2006,USA,TKM,0.0,0.0,,,0.0,0.0,Metals (27t28)
2003,MEX,LBY,0.0,0.0,0.0,,0.14188133,0.14188133,Wood-Paper (20t22)
2008,MEX,SVN,0.30554175,0.32517964,0.16411319,,0.13768192,0.13768192,Other (36)
2010,USA,VEN,706.34753,742.01111,898.11029,,0.13559705,0.13559705,Vehicles (34t35)
2008,USA,TTO,184.72641,199.4106,186.31023,,0.18606663,0.18606663,Food (15t16)
2002,USA,IDN,586.19495,606.16754,474.54602,,0.040062476,0.040062476,Machines (29t33)
2002,USA,PAN,129.10187,139.36436,129.05315,,0.1605922,0.1605922,Food (15t16)
2010,USA,LBN,72.415443,78.17186,63.830223,,0.13255721,0.13255721,Food (15t16)
2000,CAN,BRA,13.595825,14.187796,9.5244007,,0.20697081,0.20697081,Textiles (17t19)
2002,CAN,LAO,0.0,0.0,0.0,,0.097479485,0.097479485,Textiles (17t19)
2000,CAN,LUX,4.667315,4.9672942,14.878433,0.0,0.028334575,0.028334575,Other (36)
2007,USA,AUT,169.09897,179.96735,87.918816,,0.085885867,0.085885867,Other (36)
2000,CAN,FIN,3.0159242,3.2556648,2.8668234,0.012196815,0.10215916,0.10215916,Food (15t16)
2004,USA,MYS,84.17984,92.23819,62.801979,,0.16993842,0.16993842,Minerals (26)
2004,USA,IDN,587.89429,607.9248,497.65271,,0.039514892,0.039514892,Machines (29t33)
2005,CAN,BIH,0.044715513,0.046662457,0.0082006007,,0.10716096,0.10716096,Textiles (17t19)
2002,MEX,RWA,0.0,0.0,0.0,,0.21493903,0.21493903,Minerals (26)
2002,MEX,TZA,0.00035227725,0.000386,0.0,,0.21036585,0.21036585,Minerals (26)
2005,CAN,TUR,3.8244097,4.0702133,3.890233,,0.026220744,0.026220744,Other (36)
2006,MEX,MDG,0.0026827445,0.0028959999,0.0,,0.1658688,0.1658688,Food (15t16)
2004,MEX,BLR,0.0044643083,0.0048916666,0.0,0.10286885,0.14397866,0.14397866,Minerals (26)
2009,MEX,ZMB,0.0072028507,0.0075960001,0.015409056,,0.10842561,0.10842561,Metals (27t28)
2007,USA,BRN,22.973688,24.357052,10.45057,,0.0059905457,0.0059905457,Chemicals (23t25)
2004,USA,QAT,133.36511,137.90909,160.47763,,0.04990631,0.04990631,Machines (29t33)
2001,CAN,SVK,2.6373739,2.7705352,0.95782691,0.0087403227,0.059421323,0.059421323,Vehicles (34t35)
2001,USA,LBR,0.0,0.0,,,0.073661402,0.073661402,Chemicals (23t25)
2004,CAN,CHE,74.98951,78.775734,53.050198,0.0,0.0,0.0,Vehicles (34t35)
2000,USA,GHA,9.8004856,10.612558,6.9225144,,0.17888889,0.17888889,Wood-Paper (20t22)
2008,MEX,SAU,2.7655675,2.9433169,0.47972202,,0.050212763,0.050212763,Other (36)
2000,CAN,SOM,0.0,0.0,,,,,Textiles (17t19)
2008,USA,NOR,69.196175,75.820183,46.64465,,0.0,0.0,Minerals (26)
2004,USA,AGO,37.760189,0.0,37.760189,,0.13576832,0.13576832,Food (15t16)
2001,MEX,PNG,0.013738357,0.0150535,0.0,,0.053993903,0.053993903,Minerals (26)
2006,MEX,MNE,0.0,0.0,0.0,,0.07645122,0.07645122,Minerals (26)
2009,CAN,BWA,0.018772174,0.020327644,5.7688889e-05,,,,Wood-Paper (20t22)
2000,MEX,GMB,3.647799,0.0,3.647799,,0.15988652,0.15988652,Food (15t16)
2006,CAN,VNM,1.3223405,1.3799161,1.813881,0.0035908846,0.36362994,0.36362994,Textiles (17t19)
2000,MEX,HTI,0.0,0.0,,,0.055319145,0.055319145,Other (36)
2007,CAN,MWI,0.032912847,0.03457462,0.060479667,,0.14152721,0.14152721,Vehicles (34t35)
2000,MEX,LKA,0.011093252,0.012012444,0.026773443,0.083400004,0.10374089,0.10359333,Wood-Paper (20t22)
2002,CAN,CAN,36880.266,35996.113,37201.016,0.0,0.0,0.0,Food (15t16)
2002,MEX,DNK,3.2569561,3.4214001,0.59980673,0.010985049,0.039668381,0.010985049,Vehicles (34t35)
2007,CAN,GBR,356.07104,374.0491,573.18402,,,,Vehicles (34t35)
2010,MEX,AFG,0.085064001,0.0,0.085064001,,0.056963354,0.056963354,Food (15t16)
2010,CAN,LBR,0.0,0.0,,,0.066247672,0.066247672,Metals (27t28)
2004,MEX,ISR,0.55881321,0.60511667,0.37591702,0.0018571429,0.044529036,0.0031995557,Wood-Paper (20t22)
2003,USA,CMR,3.6235952,3.9116404,9.5435762,,0.24607967,0.24607967,Food (15t16)
2007,CAN,PHL,18.992622,20.136267,31.801003,,0.03655139,0.03655139,Chemicals (23t25)
2002,MEX,CIV,0.0021800396,0.0023606787,0.0095654996,,0.11288889,0.11288889,Wood-Paper (20t22)
2005,MEX,BRA,43.77829,46.167816,38.987171,0.27500001,0.12150533,0.12150533,Metals (27t28)
2006,MEX,KWT,26.531376,27.435345,7.8761253,,0.049881659,0.049881659,Machines (29t33)
2006,CAN,JAM,12.011645,12.66727,8.1260128,,0.025635466,0.025635466,Metals (27t28)
2000,MEX,CZE,2.4866271,2.6363595,0.90903521,,0.037018031,0.037018031,Chemicals (23t25)
2002,MEX,SVK,0.10377407,0.10943832,0.0023279048,0.0027658788,0.039169911,0.039169911,Metals (27t28)
2004,USA,MKD,9.2562447,9.9920378,7.2967949,,0.16992033,0.16992033,Food (15t16)
2009,CAN,GEO,0.018876342,0.020683333,0.017526668,,0.045365855,0.045365855,Minerals (26)
2004,USA,MHL,0.33952612,,0.33952612,,,,Other (36)
2003,MEX,MDG,0.00015904907,0.00017427449,0.0,,0.053048782,0.053048782,Minerals (26)
2001,CAN,HTI,0.0,0.0,,,0.055319145,0.055319145,Other (36)
2006,CAN,BHR,4.6390319,4.8732576,1.1226207,,0.042279411,0.042279411,Vehicles (34t35)
2001,MEX,BIH,0.0,0.0,,,0.036246978,0.036246978,Chemicals (23t25)
2005,MEX,MAR,0.055986885,0.059585292,0.0093642538,,0.21862978,0.21862978,Other (36)
2005,CAN,MWI,0.003443128,0.0037727309,0.0,,0.14164147,0.14164147,Minerals (26)
2007,USA,CPV,0.49025041,0.52922118,0.089187667,,0.17269503,0.17269503,Food (15t16)
2003,MEX,TTO,3.2637784,3.4419236,1.1907909,,0.042891003,0.042891003,Metals (27t28)
2008,CAN,IRQ,2.919152,0.0,2.919152,,,,Food (15t16)
2001,CAN,HRV,0.4506146,0.47023466,0.67301369,,0.14741784,0.14741784,Textiles (17t19)
2000,MEX,ETH,0.0047021899,0.0050044106,0.01292075,,0.4877449,0.4877449,Other (36)
2007,CAN,SVN,1.4139907,1.5048711,1.4331037,,0.13768192,0.13768192,Other (36)
2005,MEX,CHN,20.293013,21.59729,10.652532,,0.14160159,0.14160159,Other (36)
2008,USA,KHM,1.0319258,1.0768565,2.468781,,0.1623048,0.1623048,Textiles (17t19)
2002,CAN,CHL,7.1313257,7.4418287,4.0617595,0.0,0.070128955,0.070128955,Textiles (17t19)
2010,MEX,USA,11285.376,11964.927,12726.468,0.00014785802,0.031330194,2.0467834e-05,Chemicals (23t25)
2006,MEX,KHM,0.01718436,0.018052001,0.0,,0.16857278,0.16857278,Vehicles (34t35)
2006,MEX,RUS,64.492149,66.689507,8.3948755,0.10061312,0.092876233,0.076632053,Machines (29t33)
2005,MEX,ITA,4.0955329,4.4348903,3.6810777,0.0025754073,0.01217511,0.0025754073,Wood-Paper (20t22)
2001,MEX,GHA,0.04757636,0.049647868,0.022434,,0.1799531,0.1799531,Textiles (17t19)
2004,USA,CAF,0.088248253,0.092703916,0.65427125,,0.14816177,0.14816177,Vehicles (34t35)
2001,USA,NPL,0.12661067,0.0,0.12661067,,0.15416667,0.15416667,Minerals (26)
2010,USA,BTN,0.035921481,0.039360169,0.0079907496,,0.27591464,0.27591464,Minerals (26)
2010,USA,SVK,27.288328,29.900579,11.679259,,0.034360975,0.034360975,Minerals (26)
2006,USA,COL,341.38776,356.25195,214.62318,0.001706081,0.18240328,0.18240328,Textiles (17t19)
2010,MEX,LBR,0.0,0.0,,,0.19844721,0.19844721,Other (36)
2008,USA,KHM,82.214989,86.366043,118.68845,,0.1681897,0.1681897,Vehicles (34t35)
2004,CAN,MKD,0.1921297,0.21052188,0.0,,0.13884634,0.13884634,Minerals (26)
2004,USA,SVN,14.560199,15.766664,6.6904101,,0.091736004,0.091736004,Wood-Paper (20t22)
2008,USA,SEN,27.049833,28.415583,25.857079,,0.086041905,0.086041905,Vehicles (34t35)
2007,MEX,NER,0.00030907919,0.00033866669,0.0077364999,,0.16730183,0.16730183,Minerals (26)
2000,CAN,LBN,0.15138157,0.16587301,0.037051331,,0.15612805,0.15612805,Minerals (26)
2001,CAN,KHM,0.0083387299,0.0087938784,0.0125995,,0.12467302,0.12467302,Metals (27t28)
2002,USA,CRI,144.28432,151.56924,139.22969,0.0,0.047605883,0.047605883,Vehicles (34t35)
2000,MEX,MNG,0.0,0.0,0.0,,0.050000001,0.050000001,Vehicles (34t35)
2006,CAN,SGP,157.05989,165.63261,132.9726,,0.0,0.0,Metals (27t28)
2000,USA,GAB,12.902136,13.606367,20.41045,,0.16789204,0.16789204,Metals (27t28)
2008,CAN,CAN,30359.383,27639.35,29080.287,0.0,0.0,0.0,Vehicles (34t35)
2004,CAN,AZE,1.1093637,1.1761642,1.3720822,,0.052527167,0.052527167,Chemicals (23t25)
2006,USA,CYP,1.7691759,1.9385352,1.3534964,,0.046001829,0.046001829,Minerals (26)
2007,USA,AGO,14.302447,15.67159,7.1984243,,0.10632134,0.10632134,Minerals (26)
2008,CAN,YEM,0.24339463,0.2539922,28.306448,,0.078956626,0.078956626,Textiles (17t19)
2002,CAN,COL,28.141241,29.10006,12.504071,0.0052392655,0.091452166,0.091452166,Machines (29t33)
2004,MEX,ITA,18.236645,19.747742,15.539548,0.0025754073,0.012337333,0.0025754073,Wood-Paper (20t22)
2005,MEX,IDN,1.2898344,1.3923652,1.7149028,,0.10342364,0.10342364,Food (15t16)
2002,USA,MKD,0.61324114,0.63994205,0.73509794,,0.16093624,0.16093624,Textiles (17t19)
2008,MEX,GRC,0.31319547,0.34317699,0.25169668,0.0060739839,0.034387194,0.0060739839,Minerals (26)
2005,USA,MYS,10035.604,10377.533,7534.9746,,0.040674061,0.040674061,Machines (29t33)
2006,USA,PHL,338.06281,364.93594,450.44965,,0.11434934,0.11434934,Food (15t16)
2002,CAN,GHA,9.5685368,10.183529,4.947546,,0.1805851,0.1805851,Other (36)
2007,USA,EST,106.91853,110.56142,66.685432,,0.022484075,0.022484075,Machines (29t33)
2004,USA,GTM,213.99097,231.00142,199.29405,0.0044915965,0.12221649,0.12221649,Food (15t16)
2002,USA,CRI,233.62593,243.79816,355.33258,0.0,0.10605329,0.10605329,Textiles (17t19)
2003,USA,ITA,3268.7012,3380.0713,3085.7832,,0.022555819,0.022555819,Machines (29t33)
2004,USA,HND,105.70738,111.04456,64.785995,0.0,0.055391911,0.055391911,Vehicles (34t35)
2000,USA,JPN,2156.7888,2250.6968,2342.605,0.0,0.085310079,0.085310079,Textiles (17t19)
2005,CAN,MNG,2.4080834,2.5530868,1.8938744,,0.049951266,0.049951266,Chemicals (23t25)
2003,MEX,BWA,0.0,0.0,0.0,,,,Machines (29t33)
2008,USA,NPL,0.072176248,0.0,0.072176248,,0.15663581,0.15663581,Minerals (26)
2008,MEX,BRB,0.26357868,0.28881049,0.31086215,,0.10109207,0.10109207,Minerals (26)
2007,CAN,GAB,0.19666931,0.21296543,0.093628131,,0.18959275,0.18959275,Wood-Paper (20t22)
2001,CAN,ZWE,0.11988221,0.12642567,0.064455628,,0.16995691,0.16995691,Metals (27t28)
2002,MEX,ZWE,0.017975805,0.018588269,0.0077634999,,0.12869014,0.12869014,Machines (29t33)
2007,CAN,USA,2458.8928,2694.2773,2853.7712,0.0001884058,0.031675305,0.0,Minerals (26)
2006,CAN,CZE,8.9496536,9.3393278,8.7443199,,0.062816016,0.062816016,Textiles (17t19)
2005,USA,AGO,3.3694921,0.0,3.3694921,,0.09310668,0.09310668,Textiles (17t19)
2006,CAN,IND,2.6322577,2.8415,2.6044061,,0.38535461,0.38535461,Food (15t16)
2008,USA,NZL,93.710732,99.733727,79.637039,,0.032163829,0.032163829,Other (36)
2009,MEX,IRL,1.1299063,1.2025279,0.43374217,0.0010890071,0.026029255,0.0010890071,Other (36)
2009,CAN,TJK,0.0,0.0,0.0,,0.11890244,0.11890244,Minerals (26)
2001,CAN,KEN,0.12685548,0.13377956,0.83030897,,0.17016575,0.17016575,Metals (27t28)
2001,MEX,DNK,0.62683243,0.65412515,0.53457916,0.070242681,0.084916875,0.070254117,Textiles (17t19)
2006,USA,FIN,272.13922,288.52615,229.03529,,0.043818306,0.043818306,Chemicals (23t25)
2010,CAN,DNK,4.6511421,4.9500813,4.3008728,0.0,0.026029255,0.026029255,Other (36)
2004,MEX,BWA,0.0,0.0,0.0,,,,Chemicals (23t25)
2008,USA,NLD,642.05273,703.51501,1027.5575,,0.034387194,0.034387194,Minerals (26)
2008,MEX,ETH,0.011379029,0.012321901,0.0,,0.12346296,0.12346296,Wood-Paper (20t22)
2005,MEX,BRB,0.34280166,0.36483428,0.26346779,,0.20537075,0.20537075,Other (36)
2007,USA,LTU,39.871445,41.607471,18.136675,,0.089142904,0.089142904,Textiles (17t19)
2008,USA,BEL,819.31854,854.99219,695.68219,,0.079554789,0.079554789,Textiles (17t19)
2002,USA,NOR,374.60321,393.51697,229.70778,,0.0020588236,0.0020588236,Vehicles (34t35)
2002,MEX,NZL,24.820993,25.666685,5.6123514,0.032501198,0.032071598,0.024761342,Machines (29t33)
2010,USA,IDN,1341.0909,1399.4829,86.309715,,0.10831477,0.10831477,Textiles (17t19)
2003,CAN,MAC,0.070637517,0.074204013,0.081036083,,0.0,0.0,Vehicles (34t35)
2005,USA,GTM,266.87433,280.34885,184.7883,0.0,0.055024266,0.055024266,Vehicles (34t35)
2006,MEX,RUS,7.7692337,8.2370586,5.2316585,0.052625779,0.072119348,0.051772512,Chemicals (23t25)
2005,CAN,CYP,2.4398479,2.642015,2.1534624,,0.020126741,0.020126741,Wood-Paper (20t22)
2009,CAN,CIV,1.516692,1.6372561,1.156673,,0.16008677,0.16008677,Food (15t16)
2008,CAN,BRA,29.3132,31.643351,25.48633,,0.12383546,0.12383546,Food (15t16)
2007,MEX,CZE,31.917423,33.528938,9.0102282,,0.059421323,0.059421323,Vehicles (34t35)
2000,CAN,DNK,0.99672985,1.0921446,0.25885209,0.0,0.034396339,0.034396339,Minerals (26)
2002,MEX,BDI,0.0,0.0,0.0,,0.13790275,0.13790275,Chemicals (23t25)
2009,USA,GAB,13.307644,14.108966,11.720484,,0.11900915,0.11900915,Chemicals (23t25)
2006,MEX,CRI,43.503399,46.961552,41.956387,0.025979931,0.15745789,0.15745789,Food (15t16)
2001,MEX,CHE,0.61439455,0.65388304,0.93937689,0.00028670212,0.0,0.00028670212,Other (36)
2004,CAN,BDI,0.35528156,0.37811634,1.010617,,0.35356385,0.35356385,Other (36)
2010,USA,ESP,889.47736,934.38715,434.48575,,0.0392875,0.0392875,Vehicles (34t35)
2003,USA,SCG,1.8271528,0.0,1.8271528,,0.10194268,0.10194268,Minerals (26)
2004,USA,POL,49.991199,54.776749,11.376013,,0.089527436,0.089527436,Minerals (26)
2002,USA,MDG,0.20016551,0.21932693,0.018508499,,0.054573167,0.054573167,Minerals (26)
2007,CAN,CRI,10.369264,10.722562,9.7693624,0.0,0.024776535,0.024776535,Machines (29t33)
2007,CAN,BDI,0.010721304,0.0113065,0.0,,0.088754326,0.088754326,Metals (27t28)
2004,MEX,AGO,0.013258,0.0,0.013258,,0.14108138,0.14108138,Other (36)
2001,CAN,ZMB,0.26284462,0.27611566,0.10680334,,0.11727942,0.11727942,Vehicles (34t35)
2007,CAN,AZE,2.6264141,2.7697701,2.2824292,,0.076949313,0.076949313,Metals (27t28)
2009,MEX,ESP,8.6801624,9.2380562,7.9404883,0.0010890071,0.026029255,0.0010890071,Other (36)
2000,MEX,OMN,1.0652097,1.1189922,0.0,,0.050000001,0.050000001,Vehicles (34t35)
2009,MEX,MDV,1.2261662e-05,1.3e-05,0.0,,0.16837384,0.16837384,Chemicals (23t25)
2008,MEX,KWT,1.7054229,1.7796781,0.049515896,,0.049847599,0.049847599,Textiles (17t19)
2008,USA,IRL,208.69771,225.99049,173.80162,,0.012141963,0.012141963,Wood-Paper (20t22)
2010,CAN,BRA,41.10614,44.373734,30.611986,,0.12365351,0.12365351,Food (15t16)
2010,CAN,THA,17.478949,18.361462,19.981165,,0.18556103,0.18556103,Vehicles (34t35)
2000,CAN,ZAF,2.0315633,2.2260406,0.76610708,,0.059523173,0.059523173,Minerals (26)
2003,USA,IRQ,1.185009,0.0,1.185009,,,,Other (36)
2006,MEX,URY,19.01383,19.973841,17.190247,0.0046523809,0.086845592,0.086845592,Vehicles (34t35)
2009,USA,BLZ,15.730637,16.589254,15.772515,,0.05772768,0.05772768,Metals (27t28)
2001,CAN,CZE,32.725994,33.841022,7.4849854,,0.033512425,0.033512425,Machines (29t33)
2007,CAN,MDG,0.047836926,0.051800717,0.60910177,,0.14051837,0.14051837,Wood-Paper (20t22)
2008,CAN,CAN,40740.852,38608.977,38292.844,0.0,0.0,0.0,Metals (27t28)
2006,USA,LVA,5.0514083,5.4699712,5.3826599,,0.01217511,0.01217511,Wood-Paper (20t22)
2000,USA,BRN,6.0580492,0.0,6.0580492,,0.0061209556,0.0061209556,Chemicals (23t25)
2002,MEX,ERI,0.005264,0.0,0.005264,,,,Vehicles (34t35)
2006,CAN,ISL,6.4345617,6.7147264,5.9665794,0.0,0.058571629,0.058571629,Textiles (17t19)
2010,USA,GEO,13.959869,14.800464,18.731108,,0.00075048732,0.00075048732,Chemicals (23t25)
2009,USA,ISL,24.394135,25.625795,6.8991537,,0.019178677,0.019178677,Vehicles (34t35)
2007,MEX,ESP,14.400147,15.325678,12.784539,0.0010890071,0.026040426,0.0010890071,Other (36)
2004,CAN,MLT,0.28592518,0.29837456,0.22104436,0.0,0.079553559,0.079553559,Textiles (17t19)
2006,MEX,CAN,316.93091,342.12424,268.48145,0.040089693,0.18205768,0.14478126,Food (15t16)
2009,MEX,BHS,0.098850548,0.10315457,0.94444644,,0.26382345,0.26382345,Textiles (17t19)
2005,CAN,EST,0.82639068,0.86237228,0.29475552,0.0,0.079559535,0.079559535,Textiles (17t19)
2003,CAN,KOR,415.57742,450.01236,395.45416,0.046126094,0.043945778,0.043945778,Wood-Paper (20t22)
2006,CAN,NZL,67.513084,69.813377,68.912613,0.0059559881,0.032163411,0.0058855028,Machines (29t33)
2007,USA,IDN,265.08957,276.63177,373.38208,,0.10914033,0.10914033,Textiles (17t19)
2000,CAN,VEN,45.390049,49.151089,47.122738,,0.13144578,0.13144578,Wood-Paper (20t22)
2010,CAN,GTM,3.1229353,3.2806125,1.6804096,,0.054724265,0.054724265,Vehicles (34t35)
2005,MEX,CAF,0.0,0.0,0.0,,0.12224665,0.12224665,Chemicals (23t25)
2005,MEX,ARM,0.0095185004,0.0,0.0095185004,0.085852429,0.08510638,0.08510638,Food (15t16)
2008,MEX,MMR,0.0,0.0,0.0,,0.033485726,0.033485726,Metals (27t28)
2002,USA,TON,1.86623,2.0145795,1.6364861,,0.12349794,0.12349794,Food (15t16)
2009,USA,KEN,18.022865,19.181238,17.915636,,0.22012395,0.22012395,Other (36)
2000,CAN,TZA,0.21875174,0.23614067,0.25464001,,0.23008274,0.23008274,Food (15t16)
2004,USA,MOZ,2.9620485,3.1404085,7.4708853,,0.058086578,0.058086578,Chemicals (23t25)
2001,MEX,HKG,20.24263,21.347523,14.029929,,0.0,0.0,Metals (27t28)
2006,MEX,KGZ,0.11491059,0.124045,0.0,0.099677928,0.093961231,0.093961231,Food (15t16)
2001,CAN,MDA,0.01949393,0.020746849,0.022245599,,0.076037236,0.076037236,Other (36)
2002,CAN,RUS,30.849379,32.533211,15.534972,,0.10278893,0.10278893,Metals (27t28)
2008,CAN,QAT,2.5052652,2.7450888,2.6274922,,0.049359754,0.049359754,Minerals (26)
2007,USA,DOM,522.74695,566.06201,459.68069,0.0,0.065708593,0.065708593,Wood-Paper (20t22)
2000,CAN,SDN,0.0032925799,0.003554312,0.014805334,,0.16895981,0.16895981,Food (15t16)
2005,USA,BMU,6.3921723,0.0,6.3921723,,0.19677621,0.19677621,Minerals (26)
2007,MEX,PRT,23.785597,24.59601,8.8230572,0.0011851047,0.022484075,0.0012332457,Machines (29t33)
2000,USA,ALB,0.013346684,0.014624333,0.036476001,,0.14792378,0.14792378,Minerals (26)
2010,USA,TON,0.25194073,0.26569229,0.33360502,,0.13034576,0.13034576,Metals (27t28)
2009,USA,GMB,0.43514848,0.47120506,1.069832,,0.2,0.2,Wood-Paper (20t22)
2004,CAN,MOZ,0.0,0.0,0.0,,0.19772944,0.19772944,Food (15t16)
2001,CAN,MDG,0.096565105,0.10456653,0.26869661,,0.027536888,0.027536888,Wood-Paper (20t22)
2005,MEX,BIH,0.1149782,0.124118,0.0,,0.063785575,0.063785575,Food (15t16)
2009,MEX,TON,0.0019611085,0.0021170001,0.0,,0.12349794,0.12349794,Food (15t16)
2010,USA,ZWE,10.25977,10.609337,11.462062,,0.098552711,0.098552711,Machines (29t33)
2001,CAN,PSE,0.0091182804,0.0097043337,0.0,0.0,0.058827214,0.0,Other (36)
2001,CAN,GEO,0.23553537,0.25808266,0.0,,0.11829268,0.11829268,Minerals (26)
2007,MEX,BTN,0.0,0.0,0.0,,0.40141845,0.40141845,Food (15t16)
2005,USA,UGA,3.5060604,3.6974294,1.1707777,,0.10781142,0.10781142,Metals (27t28)
2005,USA,MDA,17.828135,19.245317,22.792212,,0.10806643,0.10806643,Food (15t16)
2007,MEX,HND,8.026865,8.7952595,7.946414,,0.061389633,0.061389633,Minerals (26)
2002,USA,IND,90.639366,94.585869,202.85872,,0.29243845,0.29243845,Textiles (17t19)
2003,CAN,BLR,0.091121405,0.095088892,0.075481676,,0.14508206,0.14508206,Textiles (17t19)
2001,MEX,COG,0.0,0.0,0.0,,0.14669117,0.14669117,Vehicles (34t35)
2003,USA,CHE,103.13276,111.67839,92.220505,,0.0,0.0,Wood-Paper (20t22)
2003,CAN,ISR,35.549198,37.344086,25.657066,0.0,0.023738971,0.0,Vehicles (34t35)
2005,MEX,OMN,1.054494,1.1077355,0.025308499,,0.042279411,0.042279411,Vehicles (34t35)
2001,MEX,UZB,0.0,0.0,,,0.063116372,0.063116372,Machines (29t33)
2004,CAN,ARE,4.3258605,0.0,4.3258605,,0.075296097,0.075296097,Food (15t16)
2001,CAN,BEN,0.4256461,0.447137,0.47447801,,0.085858084,0.085858084,Vehicles (34t35)
2010,USA,BEN,0.069337271,0.072356269,1.0943279,,0.17447245,0.17447245,Textiles (17t19)
2004,MEX,LCA,0.059264947,0.064938247,0.015794501,,0.075762197,0.075762197,Minerals (26)
2002,USA,GAB,26.863445,0.0,26.863445,,0.15181617,0.15181617,Machines (29t33)
2002,USA,IND,254.26427,275.33273,237.65891,,0.264,0.264,Wood-Paper (20t22)
2006,MEX,CHE,1.4361184,1.4986479,1.3627559,0.056239005,0.0,0.056106053,Textiles (17t19)
2009,USA,AUT,208.93773,218.03502,21.981066,,0.15598029,0.15598029,Textiles (17t19)
2010,CAN,IRQ,15.616283,0.0,15.616283,,,,Metals (27t28)
2008,CAN,LBN,0.64551318,0.68700182,1.3999088,,0.075177126,0.075177126,Other (36)
2008,MEX,BGR,7.2700586,7.5177612,8.986311,0.091935471,0.064820707,0.061198715,Machines (29t33)
2002,USA,BEL,251.35681,275.41867,248.25311,,0.034393296,0.034393296,Minerals (26)
2005,CAN,KAZ,6.608624,6.9422941,7.0969586,,0.0098161763,0.0098161763,Vehicles (34t35)
2006,MEX,BRN,0.0017419071,0.0018862424,0.00048953335,,0.033925779,0.033925779,Wood-Paper (20t22)
2003,CAN,GHA,0.39205423,0.42454004,0.44483837,,0.17244443,0.17244443,Wood-Paper (20t22)
2006,MEX,LBY,0.0,0.0,0.0,,0.003073286,0.003073286,Food (15t16)
2003,MEX,TKM,0.0,0.0,,,0.0067554242,0.0067554242,Machines (29t33)
2009,CAN,TUN,0.99633592,1.0397171,0.45050713,,0.35159293,0.35159293,Textiles (17t19)
2006,USA,LKA,35.543758,37.091358,13.152309,,0.08530774,0.08530774,Textiles (17t19)
2002,USA,URY,7.1691489,7.7631879,9.7179928,,0.12536933,0.12536933,Wood-Paper (20t22)
2007,CAN,CHE,1.45608,1.5954673,0.75597954,0.0,0.0,0.0,Minerals (26)
2007,MEX,EST,0.11127079,0.11734422,2.4071455,0.0027194545,0.020306056,0.0025658594,Metals (27t28)
2000,CAN,CIV,0.59838849,0.63442057,0.55927336,,0.04714074,0.04714074,Chemicals (23t25)
2007,CAN,ERI,0.0,0.0,,,,,Textiles (17t19)
2004,USA,NGA,73.649689,0.0,73.649689,,0.18386433,0.18386433,Chemicals (23t25)
2010,CAN,BTN,0.015771961,0.016632834,0.84204948,,0.18754326,0.18754326,Metals (27t28)
2002,USA,GBR,967.59497,1044.5105,741.12915,,,,Food (15t16)
2007,USA,RUS,205.09857,218.28073,163.72139,,0.1618351,0.1618351,Other (36)
2001,MEX,NPL,0.0,0.0,0.0,,0.15416667,0.15416667,Minerals (26)
2001,MEX,PRT,0.28946549,0.31717542,0.085906997,0.011539024,0.034396339,0.011539024,Minerals (26)
2001,CAN,ZWE,0.34950057,0.37846035,0.14406408,,0.21961646,0.21961646,Wood-Paper (20t22)
2007,CAN,FJI,0.81858265,0.86787373,0.75001276,,0.052774243,0.052774243,Chemicals (23t25)
2007,MEX,PAN,5.5788851,5.9374523,35.273605,,0.1037468,0.1037468,Other (36)
2002,USA,BWA,3.4761918,3.6855114,1.7181731,,,,Chemicals (23t25)
2008,MEX,SDN,0.0012652667,0.0,0.0012652667,,0.29994139,0.29994139,Textiles (17t19)
2000,USA,PSE,0.14720771,0.1612996,0.056940001,0.0,0.042344805,0.0,Minerals (26)
2005,USA,LAO,0.67258501,0.0,0.67258501,,0.061303288,0.061303288,Metals (27t28)
2008,MEX,BIH,0.75456548,0.80000174,0.039724577,,0.035707224,0.035707224,Chemicals (23t25)
2009,MEX,BRN,0.0091402577,0.0096017504,0.126035,,0.045302939,0.045302939,Vehicles (34t35)
2001,MEX,LBY,0.0,0.0,0.0,,0.20743695,0.20743695,Machines (29t33)
2001,MEX,BRB,2.1528573,2.3239913,0.164111,,0.37120399,0.37120399,Food (15t16)
2007,CAN,CHL,9.6969061,10.467727,9.3760233,0.00025625,0.059999999,0.059999999,Food (15t16)
2006,MEX,AFG,0.063824996,0.0,0.063824996,,0.060772058,0.060772058,Vehicles (34t35)
