year,country_id_o,country_id_d,iso3_o,iso3_d,iso3num_o,iso3num_d,country_exists_o,country_exists_d,gmt_offset_2020_o,gmt_offset_2020_d,distw_harmonic,distw_arithmetic,distw_harmonic_jh,distw_arithmetic_jh,dist,main_city_source_o,main_city_source_d,distcap,contig,diplo_disagreement,scaled_sci_2021,comlang_off,comlang_ethno,comcol,col45,legal_old_o,legal_old_d,legal_new_o,legal_new_d,comleg_pretrans,comleg_posttrans,transition_legalchange,comrelig,heg_o,heg_d,col_dep_ever,col_dep,col_dep_end_year,col_dep_end_conflict,empire,sibling_ever,sibling,sever_year,sib_conflict,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,pop_source_o,pop_source_d,gdp_source_o,gdp_source_d,gdp_ppp_o,gdp_ppp_d,gdpcap_ppp_o,gdpcap_ppp_d,pop_pwt_o,pop_pwt_d,gdp_ppp_pwt_o,gdp_ppp_pwt_d,gatt_o,gatt_d,wto_o,wto_d,eu_o,eu_d,fta_wto,fta_wto_raw,rta_coverage,rta_type,entry_cost_o,entry_cost_d,entry_proc_o,entry_proc_d,entry_time_o,entry_time_d,entry_tp_o,entry_tp_d,tradeflow_comtrade_o,tradeflow_comtrade_d,tradeflow_baci,manuf_tradeflow_baci,tradeflow_imf_o,tradeflow_imf_d
2000,USA,SHN,USA,SHN,840.0,654.0,1,1,-5.0,0.0,10614.0,10796.0,,,9419.0,UN_WUP_Largest,UN_WUP_Capitals,9569.0,0.0,,,1.0,1.0,0.0,0.0,3.0,,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,1.0,1.0,,,282162.415,7.23,10284800409.6,,36.45,,1.0,2.0,1.0,,10284779000.0,,36.45,,281982.781,,12948142080.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,383.13,,375.129,375.129,,
2010,CAN,EGY,CAN,EGY,124.0,818.0,1,1,-5.0,2.0,9356.0,9413.0,9410.0,9489.0,9228.0,UN_WUP_Largest,UN_WUP_Largest,8877.0,0.0,3.014,1901.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,,,,1.0,1.0,,,34005.276,78075.706,1614072119.296,218887815.168,47.465,2.804,1.0,1.0,1.0,1.0,1361137270.766,812316743.803,40.027,9.658,34168.668,84107.602,1358793472.0,715813248.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.4,10.9,2.0,7.0,5.5,8.5,7.5,15.5,610402.948,447869.239,664006.438,284516.625,612664.375,446215.812
2006,USA,PRT,USA,PRT,840.0,620.0,1,1,-5.0,0.0,6721.0,6969.0,6689.0,6838.0,5435.0,UN_WUP_Largest,UN_WUP_Largest,5751.0,0.0,1.82,3430.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.287,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,298379.913,10522.288,13855900041.216,208556261.376,46.437,19.82,1.0,1.0,1.0,1.0,13855888000.0,259580288.609,46.437,24.67,297827.375,10599.951,15268674560.0,276263200.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.8,7.9,6.0,8.0,6.0,7.5,12.0,15.5,1470639.542,978061.625,1236505.125,1047959.313,1470700.0,978176.562
2003,MEX,SXM,MEX,SXM,484.0,534.0,1,0,-6.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,0.0,,,,,,,,,,,108056.313,,713284255.744,,6.601,,1.0,,1.0,,1131771430.256,,10.713,,105640.453,,1328494592.0,,1.0,,1.0,,0.0,,,,,,29.5,,9.0,,31.5,,40.5,,,,,,,
2006,CAN,SWE,CAN,SWE,124.0,752.0,1,1,-5.0,1.0,6336.0,6384.0,6111.0,6176.0,6344.0,UN_WUP_Largest,UN_WUP_Largest,6012.0,0.0,0.588,7460.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,32570.503,9080.505,1310795235.328,420029333.504,40.245,46.256,1.0,1.0,1.0,1.0,1238000856.193,339972627.379,38.01,37.44,32645.48,9096.264,1340594048.0,357216640.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.8,0.7,3.0,3.0,3.5,16.0,6.5,19.0,402972.368,456206.589,457206.523,340757.625,402947.656,461285.188
2003,CAN,PHL,CAN,PHL,124.0,608.0,1,1,-5.0,8.0,12598.0,12705.0,12134.0,12244.0,13225.0,UN_WUP_Largest,UN_WUP_Largest,13149.0,0.0,1.686,14695.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,31676.001,82604.683,887751770.112,83908206.592,28.026,1.016,1.0,1.0,1.0,1.0,1019620715.104,309627074.702,32.189,3.729,31627.807,83031.953,1200164864.0,332202016.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.6,28.6,3.0,17.0,3.5,49.0,6.5,66.0,269796.541,254132.699,291070.07,170529.625,263464.312,229084.094
2001,USA,ETH.1,USA,ETH,840.0,230.0,1,0,-5.0,,,,,,,,,,,,,,,,,3.0,,2.0,,,,,,0.0,,,,,,,,,,,284968.964,,10621800153.088,,37.274,,1.0,,1.0,,10621824000.0,,37.274,,284852.375,,13134155776.0,,1.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,
2009,MEX,ESP,MEX,ESP,484.0,724.0,1,1,-6.0,1.0,9172.0,9186.0,9035.0,9052.0,9078.0,UN_WUP_Largest,UN_WUP_Largest,9078.0,0.0,1.017,3885.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.918,0.0,1.0,1.0,0.0,1810.0,0.0,,0.0,0.0,,,116422.752,46362.946,895313117.184,1498984480.768,7.69,32.332,1.0,1.0,1.0,1.0,1627727051.35,1503253696.369,14.092,32.424,115505.227,46476.07,1602847872.0,1557012736.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,19.5,15.0,8.0,10.0,9.5,61.0,17.5,71.0,2507814.72,2864952.101,2624328.5,662406.625,2507821.0,2798069.5
2005,MEX,URY,MEX,URY,484.0,858.0,1,1,-6.0,-3.0,7787.0,7827.0,7701.0,7753.0,7530.0,UN_WUP_Largest,UN_WUP_Largest,7530.0,0.0,0.013,5060.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.564,0.0,0.0,0.0,0.0,,,,1.0,0.0,1810.0,0.0,110731.827,3325.155,866346467.328,17362872.32,7.824,5.222,1.0,1.0,1.0,1.0,1324755569.141,38422509.824,12.213,11.554,108472.227,3325.612,1482598912.0,34200536.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,26.2,43.9,9.0,11.0,31.5,45.0,40.5,56.0,65570.001,50870.782,69190.528,68219.438,65565.0,50870.781
2009,MEX,HUN,MEX,HUN,484.0,348.0,1,1,-6.0,1.0,10261.0,10266.0,10279.0,10285.0,10379.0,UN_WUP_Largest,UN_WUP_Largest,10379.0,0.0,1.133,440.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.513,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,116422.752,10022.65,895313117.184,129359839.232,7.69,12.907,1.0,1.0,1.0,1.0,1627727051.35,206199745.921,14.092,20.573,115505.227,9958.942,1602847872.0,215040848.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,19.5,8.0,8.0,5.0,9.5,5.0,17.5,10.0,114875.7,174839.0,156321.771,147665.453,114869.0,187972.75
2007,MEX,MOZ,MEX,MOZ,484.0,508.0,1,1,-6.0,2.0,15330.0,15348.0,15304.0,15327.0,15046.0,UN_WUP_Largest,UN_WUP_Largest,15046.0,0.0,0.428,921.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.298,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,113529.816,22171.404,1043394920.448,9192939.52,9.19,0.415,1.0,1.0,1.0,1.0,1551984889.082,17271159.861,13.877,0.778,111836.352,22188.387,1611901440.0,21415828.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,22.9,10.1,8.0,11.0,9.0,31.0,17.0,42.0,2703.18,4480.587,6554.186,2759.192,2701.0,4487.0
2010,MEX,TUN,MEX,TUN,484.0,788.0,1,1,-6.0,1.0,10321.0,10328.0,10325.0,10334.0,10345.0,UN_WUP_Largest,UN_WUP_Largest,10345.0,0.0,0.944,2036.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.001,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,117886.406,10549.1,1051627945.984,44426014.72,8.921,4.211,1.0,1.0,1.0,1.0,1732191876.994,108795978.224,14.765,10.225,117318.938,10639.931,1736534272.0,110864760.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,21.0,5.0,7.0,9.0,8.5,11.0,15.5,20.0,31559.432,62961.954,52995.877,34000.711,31566.0,62991.16
2010,USA,GTM,USA,GTM,840.0,320.0,1,1,-5.0,-6.0,2774.0,2983.0,2756.0,2951.0,3308.0,UN_WUP_Largest,UN_WUP_Largest,2999.0,0.0,2.714,21651.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,,,,1.0,0.0,1820.0,1.0,309326.294,14341.576,14964400062.464,41337958.4,48.377,2.882,1.0,1.0,1.0,1.0,14964372000.0,96242501.056,48.374,6.578,308641.375,14630.417,15354029056.0,91629848.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,1.4,49.1,6.0,12.0,5.0,37.0,11.0,49.0,4475778.292,5111652.851,4946815.0,3310186.25,4449300.0,5126857.0
2008,USA,LBR,USA,LBR,840.0,430.0,1,1,-5.0,0.0,8616.0,8849.0,8669.0,8813.0,7309.0,UN_WUP_Largest,UN_WUP_Largest,7523.0,0.0,2.869,29572.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.088,0.0,0.0,0.0,0.0,,,,0.0,0.0,1803.0,0.0,304093.964,3672.714,14718600216.576,850040.448,48.401,0.231,1.0,1.0,1.0,1.0,14718582000.0,2375182.613,48.401,0.648,303374.062,3662.993,15362882560.0,2673073.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.7,100.2,6.0,6.0,5.0,32.0,11.0,38.0,156630.742,,140458.463,132266.156,156700.0,188193.156
2009,MEX,GBR,MEX,GBR,484.0,826.0,1,1,-6.0,0.0,8697.0,8705.0,8644.0,8654.0,8943.0,UN_WUP_Largest,UN_WUP_Largest,8943.0,0.0,1.601,562.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,116422.752,62276.272,895313117.184,2308925816.832,7.69,37.076,1.0,1.0,1.0,1.0,1627727051.35,2142488116.943,14.092,34.403,115505.227,62722.605,1602847872.0,2204115712.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,19.5,0.7,8.0,6.0,9.5,10.5,17.5,16.5,945283.981,1789333.129,1382516.891,1373207.25,1243138.0,1715681.875
2004,USA,BTN,USA,BTN,840.0,64.0,1,1,-5.0,6.0,12579.0,12608.0,12517.0,12571.0,12270.0,UN_WUP_Largest,UN_WUP_Capitals,12529.0,0.0,3.369,2809.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,292805.298,633.893,12274900140.032,702682.048,41.922,1.109,1.0,1.0,1.0,1.0,12274928000.0,2391126.003,41.922,3.734,292539.344,640.282,14264112128.0,3156404.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.7,17.6,6.0,10.0,6.0,62.0,12.0,72.0,1923.35,,1772.014,1568.936,2100.0,1304.898
2001,USA,MCO,USA,MCO,840.0,492.0,1,1,-5.0,1.0,7677.0,7861.0,7611.0,7714.0,6446.0,UN_WUP_Largest,UN_WUP_Capitals,6774.0,0.0,1.508,,,,,,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.292,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,284968.964,32.366,10621800153.088,2671400.96,37.274,82.537,1.0,1.0,1.0,1.0,10621824000.0,,37.274,,284852.375,,13134155776.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2001,CAN,HKG,CAN,HKG,124.0,344.0,1,1,-5.0,8.0,11885.0,11961.0,,,12568.0,UN_WUP_Largest,UN_WUP_Largest,12442.0,0.0,,18083.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.059,0.0,0.0,0.0,0.0,,,,1.0,0.0,1948.0,0.0,31081.9,6714.3,732716924.928,169403236.352,23.574,25.23,1.0,1.0,1.0,1.0,934754350.42,184831764.615,30.074,27.528,31024.732,6722.306,1150438912.0,244058096.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,802191.272,1182509.867,925657.008,805069.438,752607.188,1184348.125
2009,USA,TKM,USA,TKM,840.0,795.0,1,1,-5.0,5.0,10943.0,10999.0,10762.0,10812.0,10042.0,UN_WUP_Largest,UN_WUP_Largest,10356.0,0.0,3.455,,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,306771.515,4978.962,14418700140.544,20214386.688,47.001,4.06,1.0,1.0,1.0,1.0,14418739000.0,44833439.598,47.002,8.952,306076.344,5007.95,14959026176.0,66405960.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.7,,6.0,,5.0,,11.0,,310196.277,,183390.425,183215.219,310100.0,328705.969
2000,MEX,AZE,MEX,AZE,484.0,31.0,1,1,-6.0,4.0,12446.0,12454.0,12393.0,12401.0,12652.0,UN_WUP_Largest,UN_WUP_Largest,12652.0,0.0,0.515,253.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,103873.604,8048.6,683647959.04,5272616.96,6.582,0.655,1.0,1.0,1.0,1.0,1060833726.505,28446401.578,10.429,3.534,101719.672,8122.741,1319985792.0,20876464.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,287.533,409.558,666.947,665.104,286.0,409.599
2002,CAN,CIV,CAN,CIV,124.0,384.0,1,1,-5.0,0.0,8825.0,8997.0,8824.0,9046.0,8427.0,UN_WUP_Largest,UN_WUP_Largest,7947.0,0.0,1.796,6012.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.0,,,,1.0,0.0,1763.0,0.0,31362.0,16674.988,752531734.528,11486664.704,23.995,0.689,1.0,1.0,1.0,1.0,967558830.683,39859480.456,30.851,2.295,31320.889,17366.516,1160419712.0,36883796.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,12597.225,10603.353,14730.432,9705.947,12520.528,10641.845
2007,MEX,LUX,MEX,LUX,484.0,442.0,1,1,-6.0,1.0,9330.0,9336.0,9294.0,9301.0,9433.0,UN_WUP_Largest,UN_WUP_Capitals,9433.0,0.0,1.096,1043.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.881,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,113529.816,479.993,1043394920.448,49207988.224,9.19,102.518,1.0,1.0,1.0,1.0,1551984889.082,40294829.901,13.877,83.949,111836.352,474.722,1611901440.0,41592500.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,22.9,10.8,8.0,5.0,9.0,24.0,17.0,29.0,4649.306,4700.543,7659.832,6231.528,4643.0,57690.93
2010,CAN,BMU,CAN,BMU,124.0,60.0,1,1,-5.0,-4.0,2116.0,2576.0,,,1799.0,UN_WUP_Largest,UN_WUP_Capitals,1735.0,0.0,,,1.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.167,0.0,0.0,0.0,0.0,,,,1.0,0.0,1948.0,0.0,34005.276,65.124,1614072119.296,5744414.208,47.465,88.207,1.0,1.0,1.0,1.0,1361137270.766,3598375.44,40.027,55.254,34168.668,63.956,1358793472.0,3969402.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.4,,2.0,,5.5,,7.5,,42085.498,77885.106,49382.714,48075.543,42110.348,60697.871
2008,CAN,DZA,CAN,DZA,124.0,12.0,1,1,-5.0,1.0,7056.0,7188.0,7436.0,7628.0,6766.0,UN_WUP_Largest,UN_WUP_Largest,6419.0,0.0,2.952,1781.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,,,,1.0,0.0,1763.0,0.0,33245.773,35725.376,1542560677.888,171000168.448,46.399,4.787,1.0,1.0,1.0,1.0,1339060588.631,423972500.308,40.278,12.162,33404.547,34860.715,1382668416.0,451138880.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.4,10.8,2.0,13.0,5.5,24.0,7.5,37.0,830567.601,968899.616,859483.781,271743.969,833769.938,968899.562
2010,CAN,CIV,CAN,CIV,124.0,384.0,1,1,-5.0,0.0,8848.0,9022.0,8965.0,9180.0,8427.0,UN_WUP_Largest,UN_WUP_Largest,7947.0,0.0,1.454,6012.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.0,,,,1.0,0.0,1763.0,0.0,34005.276,18976.587,1614072119.296,24884504.576,47.465,1.311,1.0,1.0,1.0,1.0,1361137270.766,53774598.836,40.027,2.636,34168.668,20401.33,1358793472.0,52697824.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.4,133.0,2.0,10.0,5.5,40.0,7.5,50.0,21629.748,18992.354,24797.465,20090.318,21663.287,18779.314
2001,CAN,VEN,CAN,VEN,124.0,862.0,1,1,-5.0,-4.0,4396.0,4606.0,4919.0,5141.0,3875.0,UN_WUP_Largest,UN_WUP_Largest,3962.0,0.0,1.776,,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.445,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,31081.9,24870.441,732716924.928,122909736.96,23.574,4.942,1.0,1.0,1.0,1.0,934754350.42,295847358.415,30.074,11.858,31024.732,24948.477,1150438912.0,171686576.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,539271.693,473197.147,607790.438,469613.125,513016.188,409083.438
2003,MEX,ITA,MEX,ITA,484.0,380.0,1,1,-6.0,1.0,10037.0,10051.0,10051.0,10066.0,10257.0,UN_WUP_Largest,UN_WUP_Largest,10257.0,0.0,1.432,1041.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.788,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,108056.313,57313.202,713284255.744,1570330640.384,6.601,27.399,1.0,1.0,1.0,1.0,1131771430.256,1666642187.556,10.713,29.08,105640.453,58147.039,1328494592.0,1879103104.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,29.5,22.1,9.0,9.0,31.5,23.0,40.5,32.0,253797.564,321100.37,368474.629,349067.469,276097.0,346848.75
2000,CAN,BOL,CAN,BOL,124.0,68.0,1,1,-5.0,-4.0,7395.0,7501.0,7977.0,8096.0,6764.0,UN_WUP_Largest,UN_WUP_Largest,7214.0,0.0,1.29,754.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.438,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,30769.699,8495.271,739455926.272,8397858.304,24.032,0.989,1.0,1.0,1.0,1.0,898024619.55,29165604.15,29.185,3.497,30735.773,8339.512,1149054848.0,24793866.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11065.553,13129.538,14712.732,8248.643,10921.87,15173.041
2006,USA,MOZ,USA,MOZ,840.0,508.0,1,1,-5.0,2.0,14463.0,14603.0,14418.0,14499.0,13194.0,UN_WUP_Largest,UN_WUP_Largest,13413.0,0.0,3.351,716.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,298379.913,21587.317,13855900041.216,7095910.912,46.437,0.329,1.0,1.0,1.0,1.0,13855888000.0,15660475.302,46.437,0.727,297827.375,21547.463,15268674560.0,20404484.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.8,85.7,6.0,14.0,6.0,116.0,12.0,130.0,64743.316,101588.435,96255.629,49695.922,64800.0,65101.0
2002,CAN,PER,CAN,PER,124.0,604.0,1,1,-5.0,-5.0,6588.0,6685.0,6920.0,7037.0,6177.0,UN_WUP_Largest,UN_WUP_Largest,6365.0,0.0,1.166,1483.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.451,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,31362.0,26729.91,752531734.528,54452490.24,23.995,2.037,1.0,1.0,1.0,1.0,967558830.683,148551720.099,30.851,5.584,31320.889,26601.467,1160419712.0,137790576.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,107801.329,123509.67,146370.656,73993.625,103933.305,79317.273
2000,CAN,AIA,CAN,AIA,124.0,660.0,1,1,-5.0,-4.0,3669.0,3959.0,,,3215.0,UN_WUP_Largest,UN_WUP_Capitals,3236.0,0.0,,,1.0,1.0,0.0,0.0,3.0,,2.0,2.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,,,,1.0,0.0,1948.0,0.0,30769.699,11.426,739455926.272,,24.032,,1.0,2.0,1.0,,898024619.55,,29.185,,30735.773,11.07,1149054848.0,279727.094,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,438.027,2157.897,376.568,376.568,,2157.897
2000,MEX,ZWE,MEX,ZWE,484.0,716.0,1,1,-6.0,2.0,14882.0,14897.0,14855.0,14876.0,14793.0,UN_WUP_Largest,UN_WUP_Largest,14793.0,0.0,0.266,199.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.139,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,103873.604,12503.652,683647959.04,6689957.376,6.582,0.535,1.0,1.0,1.0,1.0,1060833726.505,24903199.49,10.429,2.038,101719.672,12222.251,1319985792.0,33792128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,24.272,61.441,82.034,82.034,23.0,260.865
2000,MEX,BFA,MEX,BFA,484.0,854.0,1,1,-6.0,0.0,10349.0,10363.0,10311.0,10333.0,10344.0,UN_WUP_Largest,UN_WUP_Largest,10344.0,0.0,0.3,529.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.085,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,103873.604,11607.944,683647959.04,2610959.104,6.582,0.225,1.0,1.0,1.0,1.0,1060833726.505,9623593.674,10.429,0.829,101719.672,11607.941,1319985792.0,11796858.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,27.963,127.542,119.482,119.482,27.0,
2005,CAN,ZMB,CAN,ZMB,124.0,894.0,1,1,-5.0,2.0,12941.0,13044.0,13131.0,13257.0,12597.0,UN_WUP_Largest,UN_WUP_Largest,12302.0,0.0,1.79,1985.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.217,0.0,0.0,0.0,0.0,,,,1.0,0.0,1948.0,0.0,32312.0,11470.022,1164179537.92,8331864.064,36.029,0.726,1.0,1.0,1.0,1.0,1167581267.653,26640956.61,36.135,2.21,32287.979,12052.156,1326924672.0,19037520.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.9,30.3,3.0,7.0,3.5,36.0,6.5,43.0,13683.579,18453.083,18990.495,18705.4,13740.32,17307.678
2009,USA,DOM,USA,DOM,840.0,214.0,1,1,-5.0,-4.0,2829.0,3240.0,2871.0,3156.0,2495.0,UN_WUP_Largest,UN_WUP_Largest,2365.0,0.0,3.104,34992.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.296,0.0,0.0,0.0,0.0,,,,1.0,0.0,1820.0,1.0,306771.515,9884.265,14418700140.544,47889006.592,47.001,4.845,1.0,1.0,1.0,1.0,14418739000.0,98388692.087,47.002,10.073,306076.344,9767.759,14959026176.0,101788792.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,0.7,21.0,6.0,8.0,5.0,16.0,11.0,24.0,5263370.788,5027016.92,5222207.75,4155771.0,5269800.0,5339533.0
2008,MEX,BIH,MEX,BIH,484.0,70.0,1,1,-6.0,1.0,10454.0,10460.0,10360.0,10367.0,10558.0,UN_WUP_Largest,UN_WUP_Largest,10558.0,0.0,1.064,299.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,114968.04,3861.201,1099073126.4,18711889.92,9.56,4.846,1.0,1.0,1.0,1.0,1640914513.654,33876707.729,14.437,9.001,113661.812,3763.599,1646862080.0,32925304.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,21.8,31.6,9.0,13.0,10.5,99.0,19.5,112.0,244.779,8929.641,8665.412,8279.994,240.0,8929.641
2001,MEX,PHL,MEX,PHL,484.0,608.0,1,1,-6.0,8.0,13977.0,14005.0,13990.0,14023.0,14236.0,UN_WUP_Largest,UN_WUP_Largest,14236.0,0.0,0.183,834.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.797,0.0,0.0,0.0,0.0,,,,1.0,0.0,1810.0,0.0,105339.874,79297.752,724703576.064,76261998.592,6.88,0.962,1.0,1.0,1.0,1.0,1073836161.755,274807726.002,10.419,3.45,103067.07,79665.312,1323848960.0,322134592.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,22210.458,29606.036,35893.9,35278.348,16379.0,27478.68
2010,CAN,MLT,CAN,MLT,124.0,470.0,1,1,-5.0,1.0,7859.0,7953.0,7872.0,7992.0,7646.0,UN_WUP_Largest,UN_WUP_Capitals,7295.0,0.0,0.931,13932.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.455,0.0,0.0,0.0,0.0,,,,1.0,0.0,1948.0,0.0,34005.276,414.508,1614072119.296,8163841.024,47.465,19.695,1.0,1.0,1.0,1.0,1361137270.766,11549374.539,40.027,27.863,34168.668,416.11,1358793472.0,11816164.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.4,,2.0,,5.5,,7.5,,105890.19,128199.385,112487.131,111557.367,104078.516,127234.695
