year,iso3_tp,cnum,iso3num
1966,AFG,4,4
1967,AFG,4,4
1968,AFG,4,4
1969,AFG,4,4
1970,AFG,4,4
1971,AFG,4,4
1972,AFG,4,4
1973,AFG,4,4
1974,AFG,4,4
1975,AFG,4,4
1976,AFG,4,4
1977,AFG,4,4
1978,AFG,4,4
1979,AFG,4,4
1980,AFG,4,4
1981,AFG,4,4
1982,AFG,4,4
1983,AFG,4,4
1984,AFG,4,4
1985,AFG,4,4
1986,AFG,4,4
1987,AFG,4,4
1988,AFG,4,4
1989,AFG,4,4
1990,AFG,4,4
1991,AFG,4,4
1992,AFG,4,4
1993,AFG,4,4
1994,AFG,4,4
1995,AFG,4,4
1996,AFG,4,4
1997,AFG,4,4
1998,AFG,4,4
1999,AFG,4,4
2000,AFG,4,4
2001,AFG,4,4
2002,AFG,4,4
2003,AFG,4,4
2004,AFG,4,4
2005,AFG,4,4
2006,AFG,4,4
2007,AFG,4,4
2008,AFG,4,4
2009,AFG,4,4
2010,AFG,4,4
2011,AFG,4,4
2012,AFG,4,4
2013,AFG,4,4
2014,AFG,4,4
2015,AFG,4,4
2016,AFG,4,4
2017,AFG,4,4
2018,AFG,4,4
2019,AFG,4,4
2020,AFG,4,4
1966,AGO,24,24
1967,AGO,24,24
1968,AGO,24,24
1969,AGO,24,24
1970,AGO,24,24
1971,AGO,24,24
1972,AGO,24,24
1973,AGO,24,24
1974,AGO,24,24
1975,AGO,24,24
1976,AGO,24,24
1977,AGO,24,24
1978,AGO,24,24
1979,AGO,24,24
1980,AGO,24,24
1981,AGO,24,24
1982,AGO,24,24
1983,AGO,24,24
1984,AGO,24,24
1985,AGO,24,24
1986,AGO,24,24
1987,AGO,24,24
1988,AGO,24,24
1989,AGO,24,24
1990,AGO,24,24
1991,AGO,24,24
1992,AGO,24,24
1993,AGO,24,24
1994,AGO,24,24
1995,AGO,24,24
1996,AGO,24,24
1997,AGO,24,24
1998,AGO,24,24
1999,AGO,24,24
2000,AGO,24,24
2001,AGO,24,24
2002,AGO,24,24
2003,AGO,24,24
2004,AGO,24,24
2005,AGO,24,24
2006,AGO,24,24
2007,AGO,24,24
2008,AGO,24,24
2009,AGO,24,24
2010,AGO,24,24
2011,AGO,24,24
2012,AGO,24,24
2013,AGO,24,24
2014,AGO,24,24
2015,AGO,24,24
2016,AGO,24,24
2017,AGO,24,24
2018,AGO,24,24
2019,AGO,24,24
2020,AGO,24,24
1966,ALB,8,8
1967,ALB,8,8
1968,ALB,8,8
1969,ALB,8,8
1970,ALB,8,8
1971,ALB,8,8
1972,ALB,8,8
1973,ALB,8,8
1974,ALB,8,8
1975,ALB,8,8
1976,ALB,8,8
1977,ALB,8,8
1978,ALB,8,8
1979,ALB,8,8
1980,ALB,8,8
1981,ALB,8,8
1982,ALB,8,8
1983,ALB,8,8
1984,ALB,8,8
1985,ALB,8,8
1986,ALB,8,8
1987,ALB,8,8
1988,ALB,8,8
1989,ALB,8,8
1990,ALB,8,8
1991,ALB,8,8
1992,ALB,8,8
1993,ALB,8,8
1994,ALB,8,8
1995,ALB,8,8
1996,ALB,8,8
1997,ALB,8,8
1998,ALB,8,8
1999,ALB,8,8
2000,ALB,8,8
2001,ALB,8,8
2002,ALB,8,8
2003,ALB,8,8
2004,ALB,8,8
2005,ALB,8,8
2006,ALB,8,8
2007,ALB,8,8
2008,ALB,8,8
2009,ALB,8,8
2010,ALB,8,8
2011,ALB,8,8
2012,ALB,8,8
2013,ALB,8,8
2014,ALB,8,8
2015,ALB,8,8
2016,ALB,8,8
2017,ALB,8,8
2018,ALB,8,8
2019,ALB,8,8
2020,ALB,8,8
1968,ARE,784,784
1969,ARE,784,784
1970,ARE,784,784
1971,ARE,784,784
1972,ARE,784,784
1973,ARE,784,784
1974,ARE,784,784
1975,ARE,784,784
1976,ARE,784,784
1977,ARE,784,784
1978,ARE,784,784
1979,ARE,784,784
1980,ARE,784,784
1981,ARE,784,784
1982,ARE,784,784
1983,ARE,784,784
1984,ARE,784,784
1985,ARE,784,784
1986,ARE,784,784
1987,ARE,784,784
1988,ARE,784,784
1989,ARE,784,784
1990,ARE,784,784
1991,ARE,784,784
1992,ARE,784,784
1993,ARE,784,784
1994,ARE,784,784
1995,ARE,784,784
1996,ARE,784,784
1997,ARE,784,784
1998,ARE,784,784
1999,ARE,784,784
2000,ARE,784,784
2001,ARE,784,784
2002,ARE,784,784
2003,ARE,784,784
2004,ARE,784,784
2005,ARE,784,784
2006,ARE,784,784
2007,ARE,784,784
2008,ARE,784,784
2009,ARE,784,784
2010,ARE,784,784
2011,ARE,784,784
2012,ARE,784,784
2013,ARE,784,784
2014,ARE,784,784
2015,ARE,784,784
2016,ARE,784,784
2017,ARE,784,784
2018,ARE,784,784
2019,ARE,784,784
2020,ARE,784,784
1966,ARG,32,32
1967,ARG,32,32
1968,ARG,32,32
1969,ARG,32,32
1970,ARG,32,32
1971,ARG,32,32
1972,ARG,32,32
1973,ARG,32,32
1974,ARG,32,32
1975,ARG,32,32
1976,ARG,32,32
1977,ARG,32,32
1978,ARG,32,32
1979,ARG,32,32
1980,ARG,32,32
1981,ARG,32,32
1982,ARG,32,32
1983,ARG,32,32
1984,ARG,32,32
1985,ARG,32,32
1986,ARG,32,32
1987,ARG,32,32
1988,ARG,32,32
1989,ARG,32,32
1990,ARG,32,32
1991,ARG,32,32
1992,ARG,32,32
1993,ARG,32,32
1994,ARG,32,32
1995,ARG,32,32
1996,ARG,32,32
1997,ARG,32,32
1998,ARG,32,32
1999,ARG,32,32
2000,ARG,32,32
2001,ARG,32,32
2002,ARG,32,32
2003,ARG,32,32
2004,ARG,32,32
2005,ARG,32,32
2006,ARG,32,32
2007,ARG,32,32
2008,ARG,32,32
2009,ARG,32,32
2010,ARG,32,32
2011,ARG,32,32
2012,ARG,32,32
2013,ARG,32,32
2014,ARG,32,32
2015,ARG,32,32
2016,ARG,32,32
2017,ARG,32,32
2018,ARG,32,32
2019,ARG,32,32
2020,ARG,32,32
1992,ARM,51,51
1993,ARM,51,51
1994,ARM,51,51
1995,ARM,51,51
1996,ARM,51,51
1997,ARM,51,51
1998,ARM,51,51
1999,ARM,51,51
2000,ARM,51,51
2001,ARM,51,51
2002,ARM,51,51
2003,ARM,51,51
2004,ARM,51,51
2005,ARM,51,51
2006,ARM,51,51
2007,ARM,51,51
2008,ARM,51,51
2009,ARM,51,51
2010,ARM,51,51
2011,ARM,51,51
2012,ARM,51,51
2013,ARM,51,51
2014,ARM,51,51
2015,ARM,51,51
2016,ARM,51,51
2017,ARM,51,51
2018,ARM,51,51
2019,ARM,51,51
2020,ARM,51,51
1966,AUS,36,36
1967,AUS,36,36
1968,AUS,36,36
1969,AUS,36,36
1970,AUS,36,36
1971,AUS,36,36
1972,AUS,36,36
1973,AUS,36,36
1974,AUS,36,36
1975,AUS,36,36
1976,AUS,36,36
1977,AUS,36,36
1978,AUS,36,36
1979,AUS,36,36
1980,AUS,36,36
1981,AUS,36,36
1982,AUS,36,36
1983,AUS,36,36
1984,AUS,36,36
1985,AUS,36,36
1986,AUS,36,36
1987,AUS,36,36
1988,AUS,36,36
1989,AUS,36,36
1990,AUS,36,36
1991,AUS,36,36
1992,AUS,36,36
1993,AUS,36,36
1994,AUS,36,36
1995,AUS,36,36
1996,AUS,36,36
1997,AUS,36,36
1998,AUS,36,36
1999,AUS,36,36
2000,AUS,36,36
2001,AUS,36,36
2002,AUS,36,36
2003,AUS,36,36
2004,AUS,36,36
2005,AUS,36,36
2006,AUS,36,36
2007,AUS,36,36
2008,AUS,36,36
2009,AUS,36,36
2010,AUS,36,36
2011,AUS,36,36
2012,AUS,36,36
2013,AUS,36,36
2014,AUS,36,36
2015,AUS,36,36
2016,AUS,36,36
2017,AUS,36,36
2018,AUS,36,36
2019,AUS,36,36
2020,AUS,36,36
1966,AUT,40,40
1967,AUT,40,40
1968,AUT,40,40
1969,AUT,40,40
1970,AUT,40,40
1971,AUT,40,40
1972,AUT,40,40
1973,AUT,40,40
1974,AUT,40,40
1975,AUT,40,40
1976,AUT,40,40
1977,AUT,40,40
1978,AUT,40,40
1979,AUT,40,40
1980,AUT,40,40
1981,AUT,40,40
1982,AUT,40,40
1983,AUT,40,40
1984,AUT,40,40
1985,AUT,40,40
1986,AUT,40,40
1987,AUT,40,40
1988,AUT,40,40
1989,AUT,40,40
1990,AUT,40,40
1991,AUT,40,40
1992,AUT,40,40
1993,AUT,40,40
1994,AUT,40,40
1995,AUT,40,40
1996,AUT,40,40
1997,AUT,40,40
1998,AUT,40,40
1999,AUT,40,40
2000,AUT,40,40
2001,AUT,40,40
2002,AUT,40,40
2003,AUT,40,40
2004,AUT,40,40
2005,AUT,40,40
2006,AUT,40,40
2007,AUT,40,40
2008,AUT,40,40
2009,AUT,40,40
2010,AUT,40,40
2011,AUT,40,40
2012,AUT,40,40
2013,AUT,40,40
2014,AUT,40,40
2015,AUT,40,40
2016,AUT,40,40
2017,AUT,40,40
2018,AUT,40,40
2019,AUT,40,40
2020,AUT,40,40
1992,AZE,31,31
1993,AZE,31,31
1994,AZE,31,31
1995,AZE,31,31
1996,AZE,31,31
1997,AZE,31,31
1998,AZE,31,31
1999,AZE,31,31
2000,AZE,31,31
2001,AZE,31,31
2002,AZE,31,31
2003,AZE,31,31
2004,AZE,31,31
2005,AZE,31,31
2006,AZE,31,31
2007,AZE,31,31
2008,AZE,31,31
2009,AZE,31,31
2010,AZE,31,31
2011,AZE,31,31
2012,AZE,31,31
2013,AZE,31,31
2014,AZE,31,31
2015,AZE,31,31
2016,AZE,31,31
2017,AZE,31,31
2018,AZE,31,31
2019,AZE,31,31
2020,AZE,31,31
1966,BDI,108,108
1967,BDI,108,108
1968,BDI,108,108
1969,BDI,108,108
1970,BDI,108,108
1971,BDI,108,108
1972,BDI,108,108
1973,BDI,108,108
1974,BDI,108,108
1975,BDI,108,108
1976,BDI,108,108
1977,BDI,108,108
1978,BDI,108,108
1979,BDI,108,108
1980,BDI,108,108
1981,BDI,108,108
1982,BDI,108,108
1983,BDI,108,108
1984,BDI,108,108
1985,BDI,108,108
1986,BDI,108,108
1987,BDI,108,108
1988,BDI,108,108
1989,BDI,108,108
1990,BDI,108,108
1991,BDI,108,108
1992,BDI,108,108
1993,BDI,108,108
1994,BDI,108,108
1995,BDI,108,108
1996,BDI,108,108
1997,BDI,108,108
1998,BDI,108,108
1999,BDI,108,108
2000,BDI,108,108
2001,BDI,108,108
2002,BDI,108,108
2003,BDI,108,108
2004,BDI,108,108
2005,BDI,108,108
2006,BDI,108,108
2007,BDI,108,108
2008,BDI,108,108
2009,BDI,108,108
2010,BDI,108,108
2011,BDI,108,108
2012,BDI,108,108
2013,BDI,108,108
2014,BDI,108,108
2015,BDI,108,108
2016,BDI,108,108
2017,BDI,108,108
2018,BDI,108,108
2019,BDI,108,108
2020,BDI,108,108
1966,BEL,58,56
1967,BEL,58,56
1968,BEL,58,56
1969,BEL,58,56
1970,BEL,58,56
1971,BEL,58,56
1972,BEL,58,56
1973,BEL,58,56
1974,BEL,58,56
1975,BEL,58,56
1976,BEL,58,56
1977,BEL,58,56
1978,BEL,58,56
1979,BEL,58,56
1980,BEL,58,56
1981,BEL,58,56
1982,BEL,58,56
1983,BEL,58,56
1984,BEL,58,56
1985,BEL,58,56
1986,BEL,58,56
1987,BEL,58,56
1988,BEL,58,56
1989,BEL,58,56
1990,BEL,58,56
1991,BEL,58,56
1992,BEL,58,56
1993,BEL,58,56
1994,BEL,58,56
1995,BEL,58,56
1996,BEL,58,56
1997,BEL,58,56
1998,BEL,58,56
1999,BEL,56,56
2000,BEL,56,56
2001,BEL,56,56
2002,BEL,56,56
2003,BEL,56,56
2004,BEL,56,56
2005,BEL,56,56
2006,BEL,56,56
2007,BEL,56,56
2008,BEL,56,56
2009,BEL,56,56
2010,BEL,56,56
2011,BEL,56,56
2012,BEL,56,56
2013,BEL,56,56
2014,BEL,56,56
2015,BEL,56,56
2016,BEL,56,56
2017,BEL,56,56
2018,BEL,56,56
2019,BEL,56,56
2020,BEL,56,56
1966,BEN,204,204
1967,BEN,204,204
1968,BEN,204,204
1969,BEN,204,204
1970,BEN,204,204
1971,BEN,204,204
1972,BEN,204,204
1973,BEN,204,204
1974,BEN,204,204
1975,BEN,204,204
1976,BEN,204,204
1977,BEN,204,204
1978,BEN,204,204
1979,BEN,204,204
1980,BEN,204,204
1981,BEN,204,204
1982,BEN,204,204
1983,BEN,204,204
1984,BEN,204,204
1985,BEN,204,204
1986,BEN,204,204
1987,BEN,204,204
1988,BEN,204,204
1989,BEN,204,204
1990,BEN,204,204
1991,BEN,204,204
1992,BEN,204,204
1993,BEN,204,204
1994,BEN,204,204
1995,BEN,204,204
1996,BEN,204,204
1997,BEN,204,204
1998,BEN,204,204
1999,BEN,204,204
2000,BEN,204,204
2001,BEN,204,204
2002,BEN,204,204
2003,BEN,204,204
2004,BEN,204,204
2005,BEN,204,204
2006,BEN,204,204
2007,BEN,204,204
2008,BEN,204,204
2009,BEN,204,204
2010,BEN,204,204
2011,BEN,204,204
2012,BEN,204,204
2013,BEN,204,204
2014,BEN,204,204
2015,BEN,204,204
2016,BEN,204,204
2017,BEN,204,204
2018,BEN,204,204
2019,BEN,204,204
2020,BEN,204,204
1966,BFA,854,854
1967,BFA,854,854
1968,BFA,854,854
1969,BFA,854,854
1970,BFA,854,854
1971,BFA,854,854
1972,BFA,854,854
1973,BFA,854,854
1974,BFA,854,854
1975,BFA,854,854
1976,BFA,854,854
1977,BFA,854,854
1978,BFA,854,854
1979,BFA,854,854
1980,BFA,854,854
1981,BFA,854,854
1982,BFA,854,854
1983,BFA,854,854
1984,BFA,854,854
1985,BFA,854,854
1986,BFA,854,854
1987,BFA,854,854
1988,BFA,854,854
1989,BFA,854,854
1990,BFA,854,854
1991,BFA,854,854
1992,BFA,854,854
1993,BFA,854,854
1994,BFA,854,854
1995,BFA,854,854
1996,BFA,854,854
1997,BFA,854,854
1998,BFA,854,854
1999,BFA,854,854
2000,BFA,854,854
2001,BFA,854,854
2002,BFA,854,854
2003,BFA,854,854
2004,BFA,854,854
2005,BFA,854,854
2006,BFA,854,854
2007,BFA,854,854
2008,BFA,854,854
2009,BFA,854,854
2010,BFA,854,854
2011,BFA,854,854
2012,BFA,854,854
2013,BFA,854,854
2014,BFA,854,854
2015,BFA,854,854
2016,BFA,854,854
2017,BFA,854,854
2018,BFA,854,854
2019,BFA,854,854
2020,BFA,854,854
1972,BGD,50,50
1973,BGD,50,50
1974,BGD,50,50
1975,BGD,50,50
1976,BGD,50,50
1977,BGD,50,50
1978,BGD,50,50
1979,BGD,50,50
1980,BGD,50,50
1981,BGD,50,50
1982,BGD,50,50
1983,BGD,50,50
1984,BGD,50,50
1985,BGD,50,50
1986,BGD,50,50
1987,BGD,50,50
1988,BGD,50,50
1989,BGD,50,50
1990,BGD,50,50
1991,BGD,50,50
1992,BGD,50,50
1993,BGD,50,50
1994,BGD,50,50
1995,BGD,50,50
1996,BGD,50,50
1997,BGD,50,50
1998,BGD,50,50
1999,BGD,50,50
2000,BGD,50,50
2001,BGD,50,50
2002,BGD,50,50
2003,BGD,50,50
2004,BGD,50,50
2005,BGD,50,50
2006,BGD,50,50
2007,BGD,50,50
2008,BGD,50,50
2009,BGD,50,50
2010,BGD,50,50
2011,BGD,50,50
2012,BGD,50,50
2013,BGD,50,50
2014,BGD,50,50
2015,BGD,50,50
2016,BGD,50,50
2017,BGD,50,50
2018,BGD,50,50
2019,BGD,50,50
2020,BGD,50,50
1966,BGR,100,100
1967,BGR,100,100
1968,BGR,100,100
1969,BGR,100,100
1970,BGR,100,100
1971,BGR,100,100
1972,BGR,100,100
1973,BGR,100,100
1974,BGR,100,100
1975,BGR,100,100
1976,BGR,100,100
1977,BGR,100,100
1978,BGR,100,100
1979,BGR,100,100
1980,BGR,100,100
1981,BGR,100,100
1982,BGR,100,100
1983,BGR,100,100
1984,BGR,100,100
1985,BGR,100,100
1986,BGR,100,100
1987,BGR,100,100
1988,BGR,100,100
1989,BGR,100,100
1990,BGR,100,100
1991,BGR,100,100
1992,BGR,100,100
1993,BGR,100,100
1994,BGR,100,100
1995,BGR,100,100
1996,BGR,100,100
1997,BGR,100,100
1998,BGR,100,100
1999,BGR,100,100
2000,BGR,100,100
2001,BGR,100,100
2002,BGR,100,100
2003,BGR,100,100
2004,BGR,100,100
2005,BGR,100,100
2006,BGR,100,100
2007,BGR,100,100
2008,BGR,100,100
2009,BGR,100,100
2010,BGR,100,100
2011,BGR,100,100
2012,BGR,100,100
2013,BGR,100,100
2014,BGR,100,100
2015,BGR,100,100
2016,BGR,100,100
2017,BGR,100,100
2018,BGR,100,100
2019,BGR,100,100
2020,BGR,100,100
1966,BHR,48,48
1967,BHR,48,48
1968,BHR,48,48
1969,BHR,48,48
1970,BHR,48,48
1971,BHR,48,48
1972,BHR,48,48
1973,BHR,48,48
1974,BHR,48,48
1975,BHR,48,48
1976,BHR,48,48
1977,BHR,48,48
1978,BHR,48,48
1979,BHR,48,48
1980,BHR,48,48
1981,BHR,48,48
1982,BHR,48,48
1983,BHR,48,48
1984,BHR,48,48
1985,BHR,48,48
1986,BHR,48,48
1987,BHR,48,48
1988,BHR,48,48
1989,BHR,48,48
1990,BHR,48,48
1991,BHR,48,48
1992,BHR,48,48
1993,BHR,48,48
1994,BHR,48,48
1995,BHR,48,48
1996,BHR,48,48
1997,BHR,48,48
1998,BHR,48,48
1999,BHR,48,48
2000,BHR,48,48
2001,BHR,48,48
2002,BHR,48,48
2003,BHR,48,48
2004,BHR,48,48
2005,BHR,48,48
2006,BHR,48,48
2007,BHR,48,48
2008,BHR,48,48
2009,BHR,48,48
2010,BHR,48,48
2011,BHR,48,48
2012,BHR,48,48
2013,BHR,48,48
2014,BHR,48,48
2015,BHR,48,48
2016,BHR,48,48
2017,BHR,48,48
2018,BHR,48,48
2019,BHR,48,48
2020,BHR,48,48
1966,BHS,44,44
1967,BHS,44,44
1968,BHS,44,44
1969,BHS,44,44
1970,BHS,44,44
1971,BHS,44,44
1972,BHS,44,44
1973,BHS,44,44
1974,BHS,44,44
1975,BHS,44,44
1976,BHS,44,44
1977,BHS,44,44
1978,BHS,44,44
1979,BHS,44,44
1980,BHS,44,44
1981,BHS,44,44
1982,BHS,44,44
1983,BHS,44,44
1984,BHS,44,44
1985,BHS,44,44
1986,BHS,44,44
1987,BHS,44,44
1988,BHS,44,44
1989,BHS,44,44
1990,BHS,44,44
1991,BHS,44,44
1992,BHS,44,44
1993,BHS,44,44
1994,BHS,44,44
1995,BHS,44,44
1996,BHS,44,44
1997,BHS,44,44
1998,BHS,44,44
1999,BHS,44,44
2000,BHS,44,44
2001,BHS,44,44
2002,BHS,44,44
2003,BHS,44,44
2004,BHS,44,44
2005,BHS,44,44
2006,BHS,44,44
2007,BHS,44,44
2008,BHS,44,44
2009,BHS,44,44
2010,BHS,44,44
2011,BHS,44,44
2012,BHS,44,44
2013,BHS,44,44
2014,BHS,44,44
2015,BHS,44,44
2016,BHS,44,44
2017,BHS,44,44
2018,BHS,44,44
2019,BHS,44,44
2020,BHS,44,44
1992,BIH,70,70
1993,BIH,70,70
1994,BIH,70,70
1995,BIH,70,70
1996,BIH,70,70
1997,BIH,70,70
1998,BIH,70,70
1999,BIH,70,70
2000,BIH,70,70
2001,BIH,70,70
2002,BIH,70,70
2003,BIH,70,70
2004,BIH,70,70
2005,BIH,70,70
2006,BIH,70,70
2007,BIH,70,70
2008,BIH,70,70
2009,BIH,70,70
2010,BIH,70,70
2011,BIH,70,70
2012,BIH,70,70
2013,BIH,70,70
2014,BIH,70,70
2015,BIH,70,70
2016,BIH,70,70
2017,BIH,70,70
2018,BIH,70,70
2019,BIH,70,70
2020,BIH,70,70
1992,BLR,112,112
1993,BLR,112,112
1994,BLR,112,112
1995,BLR,112,112
1996,BLR,112,112
1997,BLR,112,112
1998,BLR,112,112
1999,BLR,112,112
2000,BLR,112,112
2001,BLR,112,112
2002,BLR,112,112
2003,BLR,112,112
2004,BLR,112,112
2005,BLR,112,112
2006,BLR,112,112
2007,BLR,112,112
2008,BLR,112,112
2009,BLR,112,112
2010,BLR,112,112
2011,BLR,112,112
2012,BLR,112,112
2013,BLR,112,112
2014,BLR,112,112
2015,BLR,112,112
2016,BLR,112,112
2017,BLR,112,112
2018,BLR,112,112
2019,BLR,112,112
2020,BLR,112,112
1970,BLZ,84,84
1971,BLZ,84,84
1972,BLZ,84,84
1973,BLZ,84,84
1974,BLZ,84,84
1975,BLZ,84,84
1976,BLZ,84,84
1977,BLZ,84,84
1978,BLZ,84,84
1979,BLZ,84,84
1980,BLZ,84,84
1981,BLZ,84,84
1982,BLZ,84,84
1983,BLZ,84,84
1984,BLZ,84,84
1985,BLZ,84,84
1986,BLZ,84,84
1987,BLZ,84,84
1988,BLZ,84,84
1989,BLZ,84,84
1990,BLZ,84,84
1991,BLZ,84,84
1992,BLZ,84,84
1993,BLZ,84,84
1994,BLZ,84,84
1995,BLZ,84,84
1996,BLZ,84,84
1997,BLZ,84,84
1998,BLZ,84,84
1999,BLZ,84,84
2000,BLZ,84,84
2001,BLZ,84,84
2002,BLZ,84,84
2003,BLZ,84,84
2004,BLZ,84,84
2005,BLZ,84,84
2006,BLZ,84,84
2007,BLZ,84,84
2008,BLZ,84,84
2009,BLZ,84,84
2010,BLZ,84,84
2011,BLZ,84,84
2012,BLZ,84,84
2013,BLZ,84,84
2014,BLZ,84,84
2015,BLZ,84,84
2016,BLZ,84,84
2017,BLZ,84,84
2018,BLZ,84,84
2019,BLZ,84,84
2020,BLZ,84,84
1966,BMU,60,60
1967,BMU,60,60
1968,BMU,60,60
1969,BMU,60,60
1970,BMU,60,60
1971,BMU,60,60
1972,BMU,60,60
1973,BMU,60,60
1974,BMU,60,60
1975,BMU,60,60
1976,BMU,60,60
1977,BMU,60,60
1978,BMU,60,60
1979,BMU,60,60
1980,BMU,60,60
1981,BMU,60,60
1982,BMU,60,60
1983,BMU,60,60
1984,BMU,60,60
1985,BMU,60,60
1986,BMU,60,60
1987,BMU,60,60
1988,BMU,60,60
1989,BMU,60,60
1990,BMU,60,60
1991,BMU,60,60
1992,BMU,60,60
1993,BMU,60,60
1994,BMU,60,60
1995,BMU,60,60
1996,BMU,60,60
1997,BMU,60,60
1998,BMU,60,60
1999,BMU,60,60
2000,BMU,60,60
2001,BMU,60,60
2002,BMU,60,60
2003,BMU,60,60
2004,BMU,60,60
2005,BMU,60,60
2006,BMU,60,60
2007,BMU,60,60
2008,BMU,60,60
2009,BMU,60,60
2010,BMU,60,60
2011,BMU,60,60
2012,BMU,60,60
2013,BMU,60,60
2014,BMU,60,60
2015,BMU,60,60
2016,BMU,60,60
2017,BMU,60,60
2018,BMU,60,60
2019,BMU,60,60
2020,BMU,60,60
1966,BOL,68,68
1967,BOL,68,68
1968,BOL,68,68
1969,BOL,68,68
1970,BOL,68,68
1971,BOL,68,68
1972,BOL,68,68
1973,BOL,68,68
1974,BOL,68,68
1975,BOL,68,68
1976,BOL,68,68
1977,BOL,68,68
1978,BOL,68,68
1979,BOL,68,68
1980,BOL,68,68
1981,BOL,68,68
1982,BOL,68,68
1983,BOL,68,68
1984,BOL,68,68
1985,BOL,68,68
1986,BOL,68,68
1987,BOL,68,68
1988,BOL,68,68
1989,BOL,68,68
1990,BOL,68,68
1991,BOL,68,68
1992,BOL,68,68
1993,BOL,68,68
1994,BOL,68,68
1995,BOL,68,68
1996,BOL,68,68
1997,BOL,68,68
1998,BOL,68,68
1999,BOL,68,68
2000,BOL,68,68
2001,BOL,68,68
2002,BOL,68,68
2003,BOL,68,68
2004,BOL,68,68
2005,BOL,68,68
2006,BOL,68,68
2007,BOL,68,68
2008,BOL,68,68
2009,BOL,68,68
2010,BOL,68,68
2011,BOL,68,68
2012,BOL,68,68
2013,BOL,68,68
2014,BOL,68,68
2015,BOL,68,68
2016,BOL,68,68
2017,BOL,68,68
2018,BOL,68,68
2019,BOL,68,68
2020,BOL,68,68
1966,BRA,76,76
1967,BRA,76,76
1968,BRA,76,76
1969,BRA,76,76
1970,BRA,76,76
1971,BRA,76,76
1972,BRA,76,76
1973,BRA,76,76
1974,BRA,76,76
1975,BRA,76,76
1976,BRA,76,76
1977,BRA,76,76
1978,BRA,76,76
1979,BRA,76,76
1980,BRA,76,76
1981,BRA,76,76
1982,BRA,76,76
1983,BRA,76,76
1984,BRA,76,76
1985,BRA,76,76
1986,BRA,76,76
1987,BRA,76,76
1988,BRA,76,76
1989,BRA,76,76
1990,BRA,76,76
1991,BRA,76,76
1992,BRA,76,76
1993,BRA,76,76
1994,BRA,76,76
1995,BRA,76,76
1996,BRA,76,76
1997,BRA,76,76
1998,BRA,76,76
1999,BRA,76,76
2000,BRA,76,76
2001,BRA,76,76
2002,BRA,76,76
2003,BRA,76,76
2004,BRA,76,76
2005,BRA,76,76
2006,BRA,76,76
2007,BRA,76,76
2008,BRA,76,76
2009,BRA,76,76
2010,BRA,76,76
2011,BRA,76,76
2012,BRA,76,76
2013,BRA,76,76
2014,BRA,76,76
2015,BRA,76,76
2016,BRA,76,76
2017,BRA,76,76
2018,BRA,76,76
2019,BRA,76,76
2020,BRA,76,76
1966,BRB,52,52
1967,BRB,52,52
1968,BRB,52,52
1969,BRB,52,52
1970,BRB,52,52
1971,BRB,52,52
1972,BRB,52,52
1973,BRB,52,52
1974,BRB,52,52
1975,BRB,52,52
1976,BRB,52,52
1977,BRB,52,52
1978,BRB,52,52
1979,BRB,52,52
1980,BRB,52,52
1981,BRB,52,52
1982,BRB,52,52
1983,BRB,52,52
1984,BRB,52,52
1985,BRB,52,52
1986,BRB,52,52
1987,BRB,52,52
1988,BRB,52,52
1989,BRB,52,52
1990,BRB,52,52
1991,BRB,52,52
1992,BRB,52,52
1993,BRB,52,52
1994,BRB,52,52
1995,BRB,52,52
1996,BRB,52,52
1997,BRB,52,52
1998,BRB,52,52
1999,BRB,52,52
2000,BRB,52,52
2001,BRB,52,52
2002,BRB,52,52
2003,BRB,52,52
2004,BRB,52,52
2005,BRB,52,52
2006,BRB,52,52
2007,BRB,52,52
2008,BRB,52,52
2009,BRB,52,52
2010,BRB,52,52
2011,BRB,52,52
2012,BRB,52,52
2013,BRB,52,52
2014,BRB,52,52
2015,BRB,52,52
2016,BRB,52,52
2017,BRB,52,52
2018,BRB,52,52
2019,BRB,52,52
2020,BRB,52,52
1966,BRN,96,96
1967,BRN,96,96
1968,BRN,96,96
1969,BRN,96,96
1970,BRN,96,96
1971,BRN,96,96
1972,BRN,96,96
1973,BRN,96,96
1974,BRN,96,96
1975,BRN,96,96
1976,BRN,96,96
1977,BRN,96,96
1978,BRN,96,96
1979,BRN,96,96
1980,BRN,96,96
1981,BRN,96,96
1982,BRN,96,96
1983,BRN,96,96
1984,BRN,96,96
1985,BRN,96,96
1986,BRN,96,96
1987,BRN,96,96
1988,BRN,96,96
1989,BRN,96,96
1990,BRN,96,96
1991,BRN,96,96
1992,BRN,96,96
1993,BRN,96,96
1994,BRN,96,96
1995,BRN,96,96
1996,BRN,96,96
1997,BRN,96,96
1998,BRN,96,96
1999,BRN,96,96
2000,BRN,96,96
2001,BRN,96,96
2002,BRN,96,96
2003,BRN,96,96
2004,BRN,96,96
2005,BRN,96,96
2006,BRN,96,96
2007,BRN,96,96
2008,BRN,96,96
2009,BRN,96,96
2010,BRN,96,96
2011,BRN,96,96
2012,BRN,96,96
2013,BRN,96,96
2014,BRN,96,96
2015,BRN,96,96
2016,BRN,96,96
2017,BRN,96,96
2018,BRN,96,96
2019,BRN,96,96
2020,BRN,96,96
1973,BTN,64,64
1974,BTN,64,64
1975,BTN,64,64
1976,BTN,64,64
1977,BTN,64,64
1978,BTN,64,64
1979,BTN,64,64
