year,iso3_tp,cnum,iso3num
2001,TUN,788,788
2002,TUN,788,788
2003,TUN,788,788
2004,TUN,788,788
2005,TUN,788,788
2006,TUN,788,788
2007,TUN,788,788
2008,TUN,788,788
2009,TUN,788,788
2010,TUN,788,788
2011,TUN,788,788
2012,TUN,788,788
2013,TUN,788,788
2014,TUN,788,788
2015,TUN,788,788
2016,TUN,788,788
2017,TUN,788,788
2018,TUN,788,788
2019,TUN,788,788
2020,TUN,788,788
1966,TUR,792,792
1967,TUR,792,792
1968,TUR,792,792
1969,TUR,792,792
1970,TUR,792,792
1971,TUR,792,792
1972,TUR,792,792
1973,TUR,792,792
1974,TUR,792,792
1975,TUR,792,792
1976,TUR,792,792
1977,TUR,792,792
1978,TUR,792,792
1979,TUR,792,792
1980,TUR,792,792
1981,TUR,792,792
1982,TUR,792,792
1983,TUR,792,792
1984,TUR,792,792
1985,TUR,792,792
1986,TUR,792,792
1987,TUR,792,792
1988,TUR,792,792
1989,TUR,792,792
1990,TUR,792,792
1991,TUR,792,792
1992,TUR,792,792
1993,TUR,792,792
1994,TUR,792,792
1995,TUR,792,792
1996,TUR,792,792
1997,TUR,792,792
1998,TUR,792,792
1999,TUR,792,792
2000,TUR,792,792
2001,TUR,792,792
2002,TUR,792,792
2003,TUR,792,792
2004,TUR,792,792
2005,TUR,792,792
2006,TUR,792,792
2007,TUR,792,792
2008,TUR,792,792
2009,TUR,792,792
2010,TUR,792,792
2011,TUR,792,792
2012,TUR,792,792
2013,TUR,792,792
2014,TUR,792,792
2015,TUR,792,792
2016,TUR,792,792
2017,TUR,792,792
2018,TUR,792,792
2019,TUR,792,792
2020,TUR,792,792
1966,TZA,834,834
1967,TZA,834,834
1968,TZA,834,834
1969,TZA,834,834
1970,TZA,834,834
1971,TZA,834,834
1972,TZA,834,834
1973,TZA,834,834
1974,TZA,834,834
1975,TZA,834,834
1976,TZA,834,834
1977,TZA,834,834
1978,TZA,834,834
1979,TZA,834,834
1980,TZA,834,834
1981,TZA,834,834
1982,TZA,834,834
1983,TZA,834,834
1984,TZA,834,834
1985,TZA,834,834
1986,TZA,834,834
1987,TZA,834,834
1988,TZA,834,834
1989,TZA,834,834
1990,TZA,834,834
1991,TZA,834,834
1992,TZA,834,834
1993,TZA,834,834
1994,TZA,834,834
1995,TZA,834,834
1996,TZA,834,834
1997,TZA,834,834
1998,TZA,834,834
1999,TZA,834,834
2000,TZA,834,834
2001,TZA,834,834
2002,TZA,834,834
2003,TZA,834,834
2004,TZA,834,834
2005,TZA,834,834
2006,TZA,834,834
2007,TZA,834,834
2008,TZA,834,834
2009,TZA,834,834
2010,TZA,834,834
2011,TZA,834,834
2012,TZA,834,834
2013,TZA,834,834
2014,TZA,834,834
2015,TZA,834,834
2016,TZA,834,834
2017,TZA,834,834
2018,TZA,834,834
2019,TZA,834,834
2020,TZA,834,834
1966,UGA,800,800
1967,UGA,800,800
1969,UGA,800,800
1970,UGA,800,800
1971,UGA,800,800
1972,UGA,800,800
1973,UGA,800,800
1974,UGA,800,800
1975,UGA,800,800
1976,UGA,800,800
1977,UGA,800,800
1978,UGA,800,800
1979,UGA,800,800
1980,UGA,800,800
1981,UGA,800,800
1982,UGA,800,800
1983,UGA,800,800
1984,UGA,800,800
1985,UGA,800,800
1986,UGA,800,800
1987,UGA,800,800
1988,UGA,800,800
1989,UGA,800,800
1990,UGA,800,800
1991,UGA,800,800
1992,UGA,800,800
1993,UGA,800,800
1994,UGA,800,800
1995,UGA,800,800
1996,UGA,800,800
1997,UGA,800,800
1998,UGA,800,800
1999,UGA,800,800
2000,UGA,800,800
2001,UGA,800,800
2002,UGA,800,800
2003,UGA,800,800
2004,UGA,800,800
2005,UGA,800,800
2006,UGA,800,800
2007,UGA,800,800
2008,UGA,800,800
2009,UGA,800,800
2010,UGA,800,800
2011,UGA,800,800
2012,UGA,800,800
2013,UGA,800,800
2014,UGA,800,800
2015,UGA,800,800
2016,UGA,800,800
2017,UGA,800,800
2018,UGA,800,800
2019,UGA,800,800
2020,UGA,800,800
1992,UKR,804,804
1993,UKR,804,804
1994,UKR,804,804
1995,UKR,804,804
1996,UKR,804,804
1997,UKR,804,804
1998,UKR,804,804
1999,UKR,804,804
2000,UKR,804,804
2001,UKR,804,804
2002,UKR,804,804
2003,UKR,804,804
2004,UKR,804,804
2005,UKR,804,804
2006,UKR,804,804
2007,UKR,804,804
2008,UKR,804,804
2009,UKR,804,804
2010,UKR,804,804
2011,UKR,804,804
2012,UKR,804,804
2013,UKR,804,804
2014,UKR,804,804
2015,UKR,804,804
2016,UKR,804,804
2017,UKR,804,804
2018,UKR,804,804
2019,UKR,804,804
2020,UKR,804,804
1966,URY,858,858
1967,URY,858,858
1968,URY,858,858
1969,URY,858,858
1970,URY,858,858
1971,URY,858,858
1972,URY,858,858
1973,URY,858,858
1974,URY,858,858
1975,URY,858,858
1976,URY,858,858
1977,URY,858,858
1978,URY,858,858
1979,URY,858,858
1980,URY,858,858
1981,URY,858,858
1982,URY,858,858
1983,URY,858,858
1984,URY,858,858
1985,URY,858,858
1986,URY,858,858
1987,URY,858,858
1988,URY,858,858
1989,URY,858,858
1990,URY,858,858
1991,URY,858,858
1992,URY,858,858
1993,URY,858,858
1994,URY,858,858
1995,URY,858,858
1996,URY,858,858
1997,URY,858,858
1998,URY,858,858
1999,URY,858,858
2000,URY,858,858
2001,URY,858,858
2002,URY,858,858
2003,URY,858,858
2004,URY,858,858
2005,URY,858,858
2006,URY,858,858
2007,URY,858,858
2008,URY,858,858
2009,URY,858,858
2010,URY,858,858
2011,URY,858,858
2012,URY,858,858
2013,URY,858,858
2014,URY,858,858
2015,URY,858,858
2016,URY,858,858
2017,URY,858,858
2018,URY,858,858
2019,URY,858,858
2020,URY,858,858
1966,USA,841,840
1967,USA,841,840
1968,USA,841,840
1969,USA,841,840
1970,USA,841,840
1971,USA,841,840
1972,USA,841,840
1973,USA,841,840
1974,USA,841,840
1975,USA,841,840
1976,USA,841,840
1977,USA,841,840
1978,USA,841,840
1979,USA,841,840
1980,USA,841,840
1981,USA,842,840
1982,USA,842,840
1983,USA,842,840
1984,USA,842,840
1985,USA,842,840
1986,USA,842,840
1987,USA,842,840
1988,USA,842,840
1989,USA,842,840
1990,USA,842,840
1991,USA,842,840
1992,USA,842,840
1993,USA,842,840
1994,USA,842,840
1995,USA,842,840
1996,USA,842,840
1997,USA,842,840
1998,USA,842,840
1999,USA,842,840
2000,USA,842,840
2001,USA,842,840
2002,USA,842,840
2003,USA,842,840
2004,USA,842,840
2005,USA,842,840
2006,USA,842,840
2007,USA,842,840
2008,USA,842,840
2009,USA,842,840
2010,USA,842,840
2011,USA,842,840
2012,USA,842,840
2013,USA,842,840
2014,USA,842,840
2015,USA,842,840
2016,USA,842,840
2017,USA,842,840
2018,USA,842,840
2019,USA,842,840
2020,USA,842,840
1992,UZB,860,860
1993,UZB,860,860
1994,UZB,860,860
1995,UZB,860,860
1996,UZB,860,860
1997,UZB,860,860
1998,UZB,860,860
1999,UZB,860,860
2000,UZB,860,860
2001,UZB,860,860
2002,UZB,860,860
2003,UZB,860,860
2004,UZB,860,860
2005,UZB,860,860
2006,UZB,860,860
2007,UZB,860,860
2008,UZB,860,860
2009,UZB,860,860
2010,UZB,860,860
2011,UZB,860,860
2012,UZB,860,860
2013,UZB,860,860
2014,UZB,860,860
2015,UZB,860,860
2016,UZB,860,860
2017,UZB,860,860
2018,UZB,860,860
2019,UZB,860,860
2020,UZB,860,860
1966,VEN,862,862
1967,VEN,862,862
1968,VEN,862,862
1969,VEN,862,862
1970,VEN,862,862
1971,VEN,862,862
1972,VEN,862,862
1973,VEN,862,862
1974,VEN,862,862
1975,VEN,862,862
1976,VEN,862,862
1977,VEN,862,862
1978,VEN,862,862
1979,VEN,862,862
1980,VEN,862,862
1981,VEN,862,862
1982,VEN,862,862
1983,VEN,862,862
1984,VEN,862,862
1985,VEN,862,862
1986,VEN,862,862
1987,VEN,862,862
1988,VEN,862,862
1989,VEN,862,862
1990,VEN,862,862
1991,VEN,862,862
1992,VEN,862,862
1993,VEN,862,862
1994,VEN,862,862
1995,VEN,862,862
1996,VEN,862,862
1997,VEN,862,862
1998,VEN,862,862
1999,VEN,862,862
2000,VEN,862,862
2001,VEN,862,862
2002,VEN,862,862
2003,VEN,862,862
2004,VEN,862,862
2005,VEN,862,862
2006,VEN,862,862
2007,VEN,862,862
2008,VEN,862,862
2009,VEN,862,862
2010,VEN,862,862
2011,VEN,862,862
2012,VEN,862,862
2013,VEN,862,862
2014,VEN,862,862
2015,VEN,862,862
2016,VEN,862,862
2017,VEN,862,862
2018,VEN,862,862
2019,VEN,862,862
2020,VEN,862,862
1975,VNM,704,704
1976,VNM,704,704
1977,VNM,704,704
1978,VNM,704,704
1979,VNM,704,704
1980,VNM,704,704
1981,VNM,704,704
1982,VNM,704,704
1983,VNM,704,704
1984,VNM,704,704
1985,VNM,704,704
1986,VNM,704,704
1987,VNM,704,704
1988,VNM,704,704
1989,VNM,704,704
1990,VNM,704,704
1991,VNM,704,704
1992,VNM,704,704
1993,VNM,704,704
1994,VNM,704,704
1995,VNM,704,704
1996,VNM,704,704
1997,VNM,704,704
1998,VNM,704,704
1999,VNM,704,704
2000,VNM,704,704
2001,VNM,704,704
2002,VNM,704,704
2003,VNM,704,704
2004,VNM,704,704
2005,VNM,704,704
2006,VNM,704,704
2007,VNM,704,704
2008,VNM,704,704
2009,VNM,704,704
2010,VNM,704,704
2011,VNM,704,704
2012,VNM,704,704
2013,VNM,704,704
2014,VNM,704,704
2015,VNM,704,704
2016,VNM,704,704
2017,VNM,704,704
2018,VNM,704,704
2019,VNM,704,704
2020,VNM,704,704
1991,YEM,887,887
1992,YEM,887,887
1993,YEM,887,887
1994,YEM,887,887
1995,YEM,887,887
1996,YEM,887,887
1997,YEM,887,887
1998,YEM,887,887
1999,YEM,887,887
2000,YEM,887,887
2001,YEM,887,887
2002,YEM,887,887
2003,YEM,887,887
2004,YEM,887,887
2005,YEM,887,887
2006,YEM,887,887
2007,YEM,887,887
2008,YEM,887,887
2009,YEM,887,887
2010,YEM,887,887
2011,YEM,887,887
2012,YEM,887,887
2013,YEM,887,887
2014,YEM,887,887
2015,YEM,887,887
2016,YEM,887,887
2017,YEM,887,887
2018,YEM,887,887
2019,YEM,887,887
2020,YEM,887,887
1966,YUG,890,890
1967,YUG,890,890
1968,YUG,890,890
1969,YUG,890,890
1970,YUG,890,890
1971,YUG,890,890
1972,YUG,890,890
1973,YUG,890,890
1974,YUG,890,890
1975,YUG,890,890
1976,YUG,890,890
1977,YUG,890,890
1978,YUG,890,890
1979,YUG,890,890
1980,YUG,890,890
1981,YUG,890,890
1982,YUG,890,890
1983,YUG,890,890
1984,YUG,890,890
1985,YUG,890,890
1986,YUG,890,890
1987,YUG,890,890
1988,YUG,890,890
1989,YUG,890,890
1990,YUG,890,890
1991,YUG,890,890
1966,ZAF,711,710
1967,ZAF,711,710
1968,ZAF,711,710
1969,ZAF,711,710
1970,ZAF,711,710
1971,ZAF,711,710
1972,ZAF,711,710
1973,ZAF,711,710
1974,ZAF,711,710
1975,ZAF,711,710
1976,ZAF,711,710
1977,ZAF,711,710
1978,ZAF,711,710
1979,ZAF,711,710
1980,ZAF,711,710
1981,ZAF,711,710
1982,ZAF,711,710
1983,ZAF,711,710
1984,ZAF,711,710
1985,ZAF,711,710
1986,ZAF,711,710
1987,ZAF,711,710
1988,ZAF,711,710
1989,ZAF,711,710
1990,ZAF,711,710
1991,ZAF,711,710
1992,ZAF,711,710
1993,ZAF,711,710
1994,ZAF,711,710
1995,ZAF,711,710
1996,ZAF,711,710
1997,ZAF,711,710
1998,ZAF,711,710
1999,ZAF,711,710
2000,ZAF,710,710
2001,ZAF,710,710
2002,ZAF,710,710
2003,ZAF,710,710
2004,ZAF,710,710
2005,ZAF,710,710
2006,ZAF,710,710
2007,ZAF,710,710
2008,ZAF,710,710
2009,ZAF,710,710
2010,ZAF,710,710
2011,ZAF,710,710
2012,ZAF,710,710
2013,ZAF,710,710
2014,ZAF,710,710
2015,ZAF,710,710
2016,ZAF,710,710
2017,ZAF,710,710
2018,ZAF,710,710
2019,ZAF,710,710
2020,ZAF,710,710
1966,ZMB,894,894
1967,ZMB,894,894
1968,ZMB,894,894
1969,ZMB,894,894
1970,ZMB,894,894
1971,ZMB,894,894
1972,ZMB,894,894
1973,ZMB,894,894
1974,ZMB,894,894
1975,ZMB,894,894
1976,ZMB,894,894
1977,ZMB,894,894
1978,ZMB,894,894
1979,ZMB,894,894
1980,ZMB,894,894
1981,ZMB,894,894
1982,ZMB,894,894
1983,ZMB,894,894
1984,ZMB,894,894
1985,ZMB,894,894
1986,ZMB,894,894
1987,ZMB,894,894
1988,ZMB,894,894
1989,ZMB,894,894
1990,ZMB,894,894
1991,ZMB,894,894
1992,ZMB,894,894
1993,ZMB,894,894
1994,ZMB,894,894
1995,ZMB,894,894
1996,ZMB,894,894
1997,ZMB,894,894
1998,ZMB,894,894
1999,ZMB,894,894
2000,ZMB,894,894
2001,ZMB,894,894
2002,ZMB,894,894
2003,ZMB,894,894
2004,ZMB,894,894
2005,ZMB,894,894
2006,ZMB,894,894
2007,ZMB,894,894
2008,ZMB,894,894
2009,ZMB,894,894
2010,ZMB,894,894
2011,ZMB,894,894
2012,ZMB,894,894
2013,ZMB,894,894
2014,ZMB,894,894
2015,ZMB,894,894
2016,ZMB,894,894
2017,ZMB,894,894
2018,ZMB,894,894
2019,ZMB,894,894
2020,ZMB,894,894
1966,ZWE,716,716
1967,ZWE,716,716
1968,ZWE,716,716
1969,ZWE,716,716
1970,ZWE,716,716
1971,ZWE,716,716
1972,ZWE,716,716
1973,ZWE,716,716
1974,ZWE,716,716
1975,ZWE,716,716
1976,ZWE,716,716
1977,ZWE,716,716
1978,ZWE,716,716
1979,ZWE,716,716
1980,ZWE,716,716
1981,ZWE,716,716
1982,ZWE,716,716
1983,ZWE,716,716
1984,ZWE,716,716
1985,ZWE,716,716
1986,ZWE,716,716
1987,ZWE,716,716
1988,ZWE,716,716
1989,ZWE,716,716
1990,ZWE,716,716
1991,ZWE,716,716
1992,ZWE,716,716
1993,ZWE,716,716
1994,ZWE,716,716
1995,ZWE,716,716
1996,ZWE,716,716
1997,ZWE,716,716
1998,ZWE,716,716
1999,ZWE,716,716
2000,ZWE,716,716
2001,ZWE,716,716
2002,ZWE,716,716
2003,ZWE,716,716
2004,ZWE,716,716
2005,ZWE,716,716
2006,ZWE,716,716
2007,ZWE,716,716
2008,ZWE,716,716
2009,ZWE,716,716
2010,ZWE,716,716
2011,ZWE,716,716
2012,ZWE,716,716
2013,ZWE,716,716
2014,ZWE,716,716
2015,ZWE,716,716
2016,ZWE,716,716
2017,ZWE,716,716
2018,ZWE,716,716
2019,ZWE,716,716
2020,ZWE,716,716
