TypeCode,FreqCode,RefPeriodId,RefYear,RefMonth,Period,ReporterCode,ReporterISO,ReporterDesc,FlowCode,FlowDesc,PartnerCode,PartnerISO,PartnerDesc,Partner2Code,Partner2ISO,Partner2Desc,ClassificationCode,ClassificationSearchCode,IsOriginalClassification,CmdCode,CmdDesc,AggrLevel,IsLeaf,CustomsCode,CustomsDesc,MosCode,MotCode,MotDesc,QtyUnitCode,QtyUnitAbbr,Qty,IsQtyEstimated,AltQtyUnitCode,AltQtyUnitAbbr,AltQty,IsAltQtyEstimated,NetWgt,IsNetWgtEstimated,GrossWgt,IsGrossWgtEstimated,Cifvalue,Fobvalue,PrimaryValue,LegacyEstimationFlag,IsReported,IsAggregate
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,020120,"Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10203.2,FALSE,8,kg,10203.2,FALSE,10203.2,FALSE,0,FALSE,,94406.36,94406.36,0,FALSE,TRUE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,702,SGP,Singapore,0,W00,World,H5,HS,TRUE,020120,"Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10203.2,FALSE,8,kg,10203.2,FALSE,10203.2,FALSE,0,FALSE,,94406.36,94406.36,0,TRUE,FALSE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,92244510.62,FALSE,8,kg,92244510.62,FALSE,92244510.62,FALSE,0,FALSE,,841532738,841532738,0,FALSE,TRUE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,48,BHR,Bahrain,0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9724.02,FALSE,8,kg,9724.02,FALSE,9724.02,FALSE,0,FALSE,,90466.17,90466.17,0,TRUE,FALSE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,56,BEL,Belgium,0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,360286,FALSE,8,kg,360286,FALSE,360286,FALSE,0,FALSE,,2951531.64,2951531.64,0,TRUE,FALSE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,76,BRA,Brazil,0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1566690,FALSE,8,kg,1566690,FALSE,1566690,FALSE,0,FALSE,,18078442.27,18078442.27,0,TRUE,FALSE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,124,CAN,Canada,0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18457.7,FALSE,8,kg,18457.7,FALSE,18457.7,FALSE,0,FALSE,,221400.52,221400.52,0,TRUE,FALSE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,152,CHL,Chile,0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22975200,FALSE,8,kg,22975200,FALSE,22975200,FALSE,0,FALSE,,171185724,171185724,0,TRUE,FALSE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,156,CHN,China,0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2216230,FALSE,8,kg,2216230,FALSE,2216230,FALSE,0,FALSE,,14876363.9,14876363.9,0,TRUE,FALSE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,170,COL,Colombia,0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,38610.9,FALSE,8,kg,38610.9,FALSE,38610.9,FALSE,0,FALSE,,497890.86,497890.86,0,TRUE,FALSE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,276,DEU,Germany,0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,23037800,FALSE,8,kg,23037800,FALSE,23037800,FALSE,0,FALSE,,251139765.4,251139765.4,0,TRUE,FALSE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,107561,FALSE,8,kg,107561,FALSE,107561,FALSE,0,FALSE,,1295225.85,1295225.85,0,TRUE,FALSE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,376,ISR,Israel,0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9775610,FALSE,8,kg,9775610,FALSE,9775610,FALSE,0,FALSE,,71163396.94,71163396.94,0,TRUE,FALSE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,380,ITA,Italy,0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4007980,FALSE,8,kg,4007980,FALSE,4007980,FALSE,0,FALSE,,45162591.04,45162591.04,0,TRUE,FALSE
C,A,20220101,2022,52,2022,32,ARG,Argentina,X,Export,528,NLD,Netherlands,0,W00,World,H5,HS,TRUE,020130,"Meat; of bovine animals, boneless cuts, fresh or chilled",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16824500,FALSE,8,kg,16824500,FALSE,16824500,FALSE,0,FALSE,,167080049.5,167080049.5,0,TRUE,FALSE
